Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected
113	2.48813	0.936218	1	1.09299	1.17474	1.24373	1.29911	1.3407	1.36878	1.38408	1.38761	1.38059	1.36432	1.34015	1.30937	1.27325	1.23292	1.18942	1.14366	1.09645	1.04846	1.00028	0.95237	0.905129	0.858865	0.813821	0.770182	0.728083	0.687617	0.648843	0.611791	0.576469	0.542865	0.510952	0.480693	0.452042	0.424945	0.399345	0.375182	0.352394	0.330917	0.310689	0.291647	0.273731	0.256882	0.241041	0.226153	0.212166	0.199027	0.186689	0.175104	0.16423	0.154022	0.144444	0.135455	0.127022	0.11911	0.111688	0.104726	0.0981957	0.0920711	0.0863272	0.0809404	0.0758888	0.0711517	0.0667096	0.0625444	0.0586387	0.0549766	0.0515429	0.0483234	0.0453047	0.0424745	0.0398209	0.037333	0.0350004	0.0328135	0.0307632	0.0288409	0.0270387	0.0253491	0.023765	0.0222799	0.0208876	0.0195822	0.0183584	0.0172111	0.0161355	0.0151271	0.0141817	0.0132954	0.0124645	0.0116855	0.0109552	0.0102705	0.0096286	0.00902682	0.00846266	0.00793375	0.0074379	0.00697304	0.00653723	0.00612866	0.00574562	0.00538652	0.00504987	0.00473425	0.00443836	0.00416097	0.00390091	0.0036571	0.00342853	0.00321425	0.00301336	0.00282503	0.00264846	0.00248293	0.00232775	0.00218227	0.00204588	0.00191801	0.00179813	0.00168575	0.00158039	0.00148162	0.00138902	0.0013022	0.00122081	0.00114451	0.00107298	0.00100592	0.00094305	0.000884109	0.000828852	0.000777049	0.000728484	0.000682953	0.000640269	0.000600252	0.000562736	0.000527565	0.000494592	0.00046368	0.0004347	0.000407532	0.000382061	0.000358182	0.000335796	0.000314808	0.000295133	0.000276687	0.000259394	0.000243182	0.000227983	0.000213734	0.000200376	0.000187852	0.000176112	0.000165105	0.000154786	0.000145111	0.000136042	0.000127539
114	2.80378	0.784577	1	1.11272	1.21902	1.31658	1.40353	1.47854	1.54073	1.58974	1.6256	1.6487	1.65972	1.65956	1.64923	1.62986	1.60261	1.56861	1.52898	1.48477	1.43695	1.38639	1.3339	1.28017	1.22582	1.17136	1.11725	1.06385	1.01146	0.960344	0.910682	0.862624	0.81628	0.771722	0.728998	0.688128	0.649116	0.611945	0.576589	0.543008	0.511156	0.48098	0.452422	0.425421	0.399914	0.375836	0.353124	0.331712	0.311538	0.29254	0.274656	0.257829	0.242002	0.22712	0.213131	0.199984	0.187632	0.17603	0.165134	0.154902	0.145296	0.136279	0.127816	0.119873	0.112419	0.105426	0.0988644	0.0927088	0.0869343	0.0815176	0.0764369	0.0716716	0.0672022	0.0630107	0.0590797	0.0553934	0.0519365	0.0486948	0.0456551	0.0428048	0.0401321	0.0376261	0.0352764	0.0330732	0.0310075	0.0290707	0.0272547	0.0255521	0.0239558	0.0224591	0.0210559	0.0197404	0.0185069	0.0173506	0.0162664	0.01525	0.014297	0.0134036	0.012566	0.0117808	0.0110445	0.0103543	0.00970726	0.00910061	0.00853187	0.00799867	0.00749879	0.00703014	0.00659078	0.00617888	0.00579271	0.00543068	0.00509128	0.00477308	0.00447478	0.00419511	0.00393292	0.00368712	0.00345668	0.00324064	0.0030381	0.00284822	0.00267021	0.00250333	0.00234687	0.00220019	0.00206268	0.00193376	0.00181291	0.0016996	0.00159338	0.00149379	0.00140043	0.0013129	0.00123085	0.00115392	0.0010818	0.00101419	0.0009508	0.000891375	0.000835664	0.000783435	0.000734471	0.000688566	0.000645531	0.000605185	0.000567361	0.000531901	0.000498657	0.000467491	0.000438273	0.000410881	0.000385201	0.000361126	0.000338556	0.000317396	0.000297559	0.000278961	0.000261526	0.000245181	0.000229857	0.000215491	0.000202023
115	1.63275	0.131272	1	1.03954	1.0789	1.11797	1.15664	1.19481	1.23236	1.26919	1.3052	1.34028	1.37434	1.40728	1.43901	1.46944	1.4985	1.52611	1.5522	1.57671	1.59958	1.62075	1.64019	1.65786	1.67372	1.68775	1.69993	1.71025	1.71871	1.72531	1.73006	1.73296	1.73404	1.73332	1.73084	1.72662	1.72071	1.71315	1.70399	1.69327	1.68106	1.66742	1.65239	1.63605	1.61845	1.59967	1.57977	1.55882	1.53688	1.51403	1.49034	1.46587	1.44069	1.41488	1.38848	1.36159	1.33424	1.30652	1.27848	1.25018	1.22168	1.19303	1.16428	1.1355	1.10672	1.078	1.04937	1.02089	0.992585	0.9645	0.936667	0.90912	0.881889	0.855003	0.828487	0.802365	0.776659	0.751388	0.726569	0.702219	0.678351	0.654976	0.632106	0.609747	0.587908	0.566594	0.545809	0.525554	0.505833	0.486643	0.467986	0.449859	0.432258	0.415179	0.398619	0.382572	0.367031	0.351989	0.33744	0.323375	0.309785	0.296663	0.283998	0.271781	0.260004	0.248655	0.237724	0.227201	0.217077	0.207339	0.197978	0.188984	0.180345	0.172052	0.164093	0.156458	0.149138	0.142122	0.1354	0.128962	0.122798	0.1169	0.111257	0.10586	0.100701	0.0957707	0.0910604	0.0865618	0.0822669	0.0781677	0.0742565	0.0705258	0.0669684	0.0635771	0.0603452	0.0572661	0.0543333	0.0515406	0.0488821	0.0463519	0.0439445	0.0416546	0.0394769	0.0374064	0.0354383	0.033568	0.0317911	0.0301032	0.0285004	0.0269785	0.0255339	0.0241628	0.0228619	0.0216278	0.0204573	0.0193473	0.018295	0.0172974	0.016352	0.0154561	0.0146074	0.0138034	0.013042
116	2.37603	0.797054	1	1.08599	1.1633	1.23062	1.28707	1.33221	1.36599	1.38866	1.40076	1.40303	1.39633	1.38164	1.35994	1.33224	1.29951	1.26268	1.22259	1.18002	1.13569	1.0902	1.04409	0.997827	0.951808	0.906357	0.861745	0.818188	0.775858	0.734887	0.695369	0.657371	0.620935	0.586081	0.552812	0.521115	0.490968	0.462337	0.435183	0.409461	0.38512	0.362109	0.340374	0.31986	0.300511	0.282272	0.265089	0.24891	0.233681	0.219354	0.205879	0.193209	0.181301	0.170111	0.159599	0.149725	0.140453	0.131746	0.123573	0.115901	0.108701	0.101944	0.095603	0.0896539	0.0840726	0.0788367	0.0739251	0.0693181	0.0649969	0.0609441	0.0571431	0.0535784	0.0502354	0.0471005	0.0441608	0.0414042	0.0388193	0.0363955	0.0341229	0.0319919	0.0299939	0.0281205	0.026364	0.0247172	0.0231731	0.0217254	0.0203681	0.0190955	0.0179024	0.0167839	0.0157351	0.0147519	0.0138301	0.0129659	0.0121557	0.011396	0.0106839	0.0100162	0.00939029	0.00880345	0.00825329	0.0077375	0.00725394	0.0068006	0.00637559	0.00597713	0.00560358	0.00525337	0.00492505	0.00461724	0.00432868	0.00405814	0.00380451	0.00356674	0.00334382	0.00313484	0.00293891	0.00275523	0.00258303	0.0024216	0.00227025	0.00212836	0.00199534	0.00187063	0.00175372	0.00164411	0.00154135	0.00144502	0.00135471	0.00127004	0.00119066	0.00111624	0.00104648	0.000981074	0.000919757	0.000862273	0.000808381	0.000757857	0.000710491	0.000666085	0.000624455	0.000585427	0.000548838	0.000514535	0.000482377	0.000452228	0.000423964	0.000397466	0.000372625	0.000349336	0.000327502	0.000307033	0.000287844	0.000269854	0.000252988	0.000237176	0.000222352	0.000208455	0.000195427	0.000183213	0.000171762	0.000161027	0.000150963
117	1.27666	0.625199	1	1.01728	1.02852	1.03397	1.03397	1.02892	1.01926	1.00546	0.988002	0.967359	0.944002	0.918379	0.890914	0.862001	0.832001	0.801245	0.770026	0.738608	0.707218	0.676058	0.645295	0.615076	0.585518	0.55672	0.528759	0.501695	0.475572	0.450422	0.426263	0.403105	0.380948	0.359784	0.339601	0.32038	0.302099	0.284733	0.268253	0.252631	0.237834	0.22383	0.210588	0.198075	0.186257	0.175103	0.164581	0.154661	0.145311	0.136504	0.12821	0.120403	0.113056	0.106144	0.0996434	0.0935312	0.0877855	0.0823853	0.0773111	0.0725438	0.0680658	0.0638601	0.0599108	0.0562026	0.0527212	0.0494532	0.0463858	0.043507	0.0408053	0.0382701	0.0358913	0.0336594	0.0315655	0.0296011	0.0277583	0.0260298	0.0244084	0.0228876	0.0214612	0.0201234	0.0188687	0.0176921	0.0165886	0.0155538	0.0145834	0.0136734	0.0128201	0.0120199	0.0112696	0.0105661	0.00990641	0.00928787	0.00870791	0.00816413	0.00765426	0.00717621	0.006728	0.00630775	0.00591374	0.00554432	0.00519797	0.00487324	0.00456878	0.00428334	0.00401572	0.00376482	0.00352959	0.00330905	0.00310228	0.00290844	0.0027267	0.00255631	0.00239657	0.00224681	0.00210641	0.00197477	0.00185137	0.00173567	0.0016272	0.00152551	0.00143018	0.0013408	0.00125701	0.00117845	0.0011048	0.00103575	0.000971024	0.000910338	0.000853445	0.000800107	0.000750102	0.000703222	0.000659273	0.000618069	0.000579441	0.000543227	0.000509276	0.000477447	0.000447607	0.000419633	0.000393406	0.000368819	0.000345768	0.000324158	0.000303898	0.000284905	0.000267098	0.000250405	0.000234755	0.000220083	0.000206328	0.000193432	0.000181343	0.000170009	0.000159383	0.000149422	0.000140083	0.000131328	0.00012312	0.000115425	0.000108211	0.000101448	9.51074e-05
118	2.27817	0.65816	1	1.07987	1.15347	1.21969	1.27767	1.32684	1.36688	1.3977	1.41943	1.43238	1.43702	1.43389	1.42365	1.407	1.38466	1.35736	1.32583	1.29074	1.25275	1.21247	1.17046	1.12722	1.08321	1.03883	0.994422	0.950299	0.906716	0.86389	0.822002	0.781197	0.741591	0.703273	0.666308	0.630741	0.5966	0.563895	0.532627	0.502784	0.474345	0.447283	0.421565	0.397152	0.374002	0.352073	0.331317	0.311688	0.293139	0.275621	0.259089	0.243494	0.228791	0.214937	0.201887	0.1896	0.178035	0.167153	0.156918	0.147293	0.138244	0.129739	0.121747	0.114238	0.107184	0.10056	0.0943389	0.0884978	0.0830142	0.0778667	0.0730352	0.0685008	0.0642456	0.0602527	0.0565062	0.0529912	0.0496935	0.0466	0.0436981	0.0409761	0.0384229	0.0360282	0.0337823	0.0316759	0.0297004	0.0278479	0.0261106	0.0244814	0.0229537	0.0215211	0.0201778	0.0189182	0.0177371	0.0166296	0.0155912	0.0146176	0.0137047	0.0128488	0.0120462	0.0112938	0.0105883	0.0099269	0.00930675	0.00872533	0.00818021	0.00766913	0.00718997	0.00674073	0.00631955	0.00592468	0.00555447	0.00520739	0.00488199	0.00457692	0.00429091	0.00402277	0.00377138	0.0035357	0.00331475	0.0031076	0.00291339	0.00273132	0.00256063	0.0024006	0.00225057	0.00210992	0.00197806	0.00185444	0.00173854	0.00162989	0.00152802	0.00143253	0.001343	0.00125906	0.00118037	0.0011066	0.00103744	0.000972602	0.000911816	0.000854828	0.000801402	0.000751316	0.000704359	0.000660337	0.000619067	0.000580375	0.000544102	0.000510096	0.000478216	0.000448327	0.000420307	0.000394038	0.000369411	0.000346323	0.000324678	0.000304385	0.000285361	0.000267526	0.000250806	0.000235131	0.000220435	0.000206658	0.000193742
119	2.80978	0.79828	1	1.11309	1.21947	1.31678	1.40315	1.47724	1.53825	1.58584	1.62011	1.64152	1.65081	1.64892	1.63694	1.61601	1.58734	1.55208	1.51137	1.46625	1.4177	1.3666	1.31373	1.25979	1.20536	1.15097	1.09703	1.04391	0.991896	0.941218	0.892057	0.84455	0.798794	0.754853	0.712765	0.672545	0.634186	0.597669	0.562962	0.530021	0.498797	0.469233	0.441271	0.414847	0.389896	0.366355	0.344157	0.323239	0.303537	0.284989	0.267535	0.251116	0.235676	0.221162	0.207522	0.194705	0.182666	0.171359	0.160742	0.150774	0.141417	0.132634	0.124391	0.116657	0.109399	0.10259	0.0962022	0.0902098	0.0845887	0.0793163	0.0743712	0.0697333	0.0653836	0.0613044	0.0574791	0.0538918	0.050528	0.0473737	0.044416	0.0416426	0.0390422	0.0366039	0.0343178	0.0321743	0.0301645	0.0282802	0.0265135	0.0248571	0.0233041	0.021848	0.0204829	0.0192031	0.0180032	0.0168783	0.0158236	0.0148348	0.0139077	0.0130386	0.0122238	0.0114599	0.0107438	0.0100723	0.00944287	0.00885273	0.00829947	0.00778079	0.00729452	0.00683863	0.00641124	0.00601055	0.00563491	0.00528274	0.00495257	0.00464305	0.00435286	0.00408082	0.00382577	0.00358666	0.0033625	0.00315235	0.00295533	0.00277062	0.00259746	0.00243512	0.00228293	0.00214024	0.00200648	0.00188108	0.00176351	0.00165329	0.00154996	0.00145309	0.00136227	0.00127713	0.00119731	0.00112248	0.00105232	0.000986552	0.000924893	0.000867087	0.000812894	0.000762089	0.000714458	0.000669804	0.000627942	0.000588695	0.000551902	0.000517408	0.00048507	0.000454753	0.000426331	0.000399686	0.000374705	0.000351286	0.000329331	0.000308748	0.000289451	0.00027136	0.0002544	0.0002385	0.000223594	0.000209619	0.000196518
120	1.48969	0.347883	1	1.0306	1.05796	1.08194	1.10247	1.11947	1.13295	1.14291	1.14942	1.15256	1.15243	1.14917	1.14295	1.13392	1.12226	1.10818	1.09187	1.07352	1.05336	1.03156	1.00835	0.983897	0.958404	0.932047	0.904995	0.877411	0.849445	0.82124	0.792924	0.764619	0.736433	0.708464	0.680802	0.653526	0.626705	0.6004	0.574662	0.549538	0.525063	0.501268	0.478177	0.455807	0.434173	0.413281	0.393137	0.373739	0.355084	0.337166	0.319975	0.303501	0.28773	0.272646	0.258234	0.244475	0.231352	0.218844	0.206932	0.195595	0.184815	0.174569	0.164837	0.1556	0.146836	0.138527	0.130652	0.123193	0.11613	0.109447	0.103124	0.0971459	0.0914949	0.0861554	0.081112	0.0763499	0.0718547	0.0676129	0.0636113	0.0598373	0.056279	0.0529249	0.049764	0.0467859	0.0439806	0.0413386	0.038851	0.0365092	0.034305	0.0322307	0.0302789	0.0284428	0.0267158	0.0250915	0.0235641	0.0221281	0.020778	0.019509	0.0183163	0.0171954	0.0161421	0.0151525	0.0142227	0.0133493	0.0125289	0.0117584	0.0110347	0.0103551	0.00971698	0.00911779	0.00855522	0.00802706	0.00753124	0.0070658	0.00662892	0.00621885	0.00583398	0.00547278	0.00513379	0.00481568	0.00451717	0.00423706	0.00397423	0.00372762	0.00349625	0.00327916	0.0030755	0.00288444	0.0027052	0.00253705	0.00237932	0.00223136	0.00209257	0.00196239	0.00184028	0.00172574	0.00161832	0.00151756	0.00142307	0.00133444	0.00125132	0.00117336	0.00110025	0.00103169	0.00096739	0.000907091	0.000850544	0.000797517	0.00074779	0.000701158	0.000657431	0.000616426	0.000577976	0.00054192	0.000508112	0.00047641	0.000446683	0.00041881	0.000392674	0.000368167	0.000345189	0.000323643	0.000303441
121	1.76127	0.627251	1	1.04757	1.08836	1.12208	1.14862	1.16802	1.18049	1.18631	1.18589	1.17969	1.16822	1.15203	1.13167	1.10769	1.08063	1.051	1.0193	0.985968	0.951422	0.916037	0.880151	0.84406	0.808027	0.772277	0.737002	0.702367	0.668506	0.635528	0.60352	0.57255	0.542668	0.513906	0.486286	0.459816	0.434497	0.410318	0.387264	0.365314	0.344441	0.324616	0.305807	0.287978	0.271093	0.255116	0.24001	0.225736	0.212258	0.199538	0.18754	0.176228	0.165569	0.155528	0.146073	0.137174	0.1288	0.120922	0.113514	0.106548	0.1	0.0938469	0.088065	0.0826332	0.077531	0.0727394	0.0682398	0.0640152	0.0600492	0.0563263	0.052832	0.0495525	0.046475	0.0435871	0.0408775	0.0383352	0.0359501	0.0337127	0.0316137	0.0296449	0.0277982	0.026066	0.0244414	0.0229178	0.0214888	0.0201486	0.0188919	0.0177133	0.0166081	0.0155718	0.0145999	0.0136886	0.0128342	0.0120329	0.0112817	0.0105772	0.00991674	0.00929745	0.0087168	0.00817238	0.00766193	0.00718334	0.00673463	0.00631392	0.00591949	0.00554967	0.00520296	0.00487789	0.00457312	0.00428739	0.0040195	0.00376835	0.00353288	0.00331213	0.00310516	0.00291113	0.00272921	0.00255866	0.00239877	0.00224887	0.00210833	0.00197658	0.00185305	0.00173725	0.00162868	0.0015269	0.00143147	0.00134201	0.00125814	0.00117951	0.0011058	0.00103669	0.000971898	0.000911157	0.000854212	0.000800826	0.000750776	0.000703854	0.000659864	0.000618624	0.000579961	0.000543714	0.000509733	0.000477875	0.000448008	0.000420008	0.000393758	0.000369149	0.000346077	0.000324447	0.00030417	0.000285159	0.000267337	0.000250629	0.000234964	0.000220279	0.000206512	0.000193605	0.000181505	0.000170161	0.000159526	0.000149555	0.000140208
122	2.66098	0.870123	1	1.10379	1.1984	1.28178	1.35255	1.40991	1.45362	1.48389	1.50134	1.50686	1.50156	1.48664	1.46337	1.433	1.39676	1.35578	1.31111	1.26369	1.21437	1.16388	1.11284	1.06177	1.01113	0.961282	0.912508	0.865041	0.819057	0.774685	0.732015	0.691105	0.651983	0.614659	0.57912	0.545341	0.513285	0.482905	0.45415	0.426961	0.401277	0.377036	0.354174	0.332626	0.312329	0.293221	0.275239	0.258325	0.242421	0.227471	0.213423	0.200225	0.187829	0.176188	0.165259	0.154999	0.145369	0.136332	0.127851	0.119894	0.112429	0.105426	0.0988562	0.0926941	0.0869144	0.0814937	0.0764099	0.0716423	0.0671714	0.0629787	0.0590472	0.0553607	0.0519039	0.0486626	0.0456235	0.0427739	0.0401021	0.0375971	0.0352484	0.0330463	0.0309817	0.029046	0.0272311	0.0255296	0.0239344	0.0224388	0.0210367	0.0197221	0.0184896	0.0173342	0.0162509	0.0152354	0.0142832	0.0133906	0.0125538	0.0117692	0.0110337	0.0103441	0.00969763	0.00909155	0.00852335	0.00799066	0.00749126	0.00702306	0.00658413	0.00617263	0.00578685	0.00542518	0.00508611	0.00476823	0.00447022	0.00419084	0.00392891	0.00368336	0.00345315	0.00323733	0.003035	0.00284531	0.00266748	0.00250076	0.00234447	0.00219794	0.00206057	0.00193178	0.00181104	0.00169785	0.00159174	0.00149226	0.00139899	0.00131155	0.00122958	0.00115273	0.00108069	0.00101314	0.000949822	0.000890458	0.000834805	0.00078263	0.000733715	0.000687858	0.000644867	0.000604563	0.000566778	0.000531354	0.000498144	0.00046701	0.000437822	0.000410458	0.000384805	0.000360754	0.000338207	0.000317069	0.000297252	0.000278674	0.000261257	0.000244928	0.00022962	0.000215269	0.000201815	0.000189201	0.000177376	0.00016629	0.000155897
123	2.51612	0.347286	1	1.09474	1.19098	1.28791	1.38467	1.48043	1.57434	1.6656	1.75344	1.83713	1.91601	1.98951	2.05711	2.11839	2.173	2.22068	2.26127	2.29465	2.32083	2.33986	2.35185	2.357	2.35553	2.34773	2.33392	2.31444	2.28969	2.26005	2.22592	2.18773	2.14588	2.10079	2.05286	2.00248	1.95004	1.89589	1.84039	1.78386	1.7266	1.6689	1.61101	1.55319	1.49565	1.43859	1.38218	1.32659	1.27195	1.21838	1.16599	1.11487	1.06508	1.01669	0.969748	0.924284	0.880325	0.837885	0.796972	0.757583	0.71971	0.68334	0.648453	0.615025	0.583027	0.55243	0.523197	0.495294	0.468682	0.443321	0.419171	0.39619	0.374338	0.353571	0.333849	0.315129	0.297371	0.280534	0.264579	0.249467	0.23516	0.22162	0.208813	0.196703	0.185257	0.174443	0.164228	0.154583	0.14548	0.13689	0.128786	0.121144	0.113939	0.107147	0.100747	0.0947165	0.0890364	0.0836872	0.0786505	0.0739091	0.0694464	0.0652468	0.0612954	0.0575781	0.0540816	0.0507933	0.0477012	0.044794	0.0420609	0.0394919	0.0370773	0.0348082	0.032676	0.0306727	0.0287905	0.0270225	0.0253617	0.0238019	0.022337	0.0209613	0.0196695	0.0184565	0.0173177	0.0162486	0.0152449	0.0143028	0.0134184	0.0125883	0.0118093	0.0110781	0.0103919	0.00974799	0.00914373	0.00857672	0.0080447	0.00754551	0.00707715	0.00663773	0.00622548	0.00583872	0.0054759	0.00513554	0.00481625	0.00451675	0.00423581	0.00397229	0.00372512	0.00349328	0.00327583	0.00307188	0.00288059	0.00270119	0.00253293	0.00237514	0.00222715	0.00208836	0.00195821	0.00183615	0.00172169	0.00161435	0.00151369	0.0014193	0.00133079
124	2.64318	0.191598	1	1.10268	1.21154	1.32647	1.44729	1.57379	1.7057	1.84267	1.98433	2.13026	2.27996	2.43292	2.58859	2.74636	2.9056	3.06569	3.22594	3.38568	3.54423	3.7009	3.85502	4.00591	4.15294	4.29546	4.43289	4.56465	4.69022	4.8091	4.92084	5.02504	5.12134	5.20944	5.28907	5.36003	5.42216	5.47536	5.51956	5.55475	5.58097	5.59829	5.60683	5.60676	5.59827	5.58158	5.55695	5.52467	5.48505	5.43842	5.38512	5.32553	5.26001	5.18894	5.11273	5.03176	4.94643	4.85714	4.76427	4.6682	4.56933	4.46801	4.36461	4.25948	4.15295	4.04534	3.93697	3.82812	3.71908	3.61011	3.50145	3.39334	3.28599	3.1796	3.07436	2.97043	2.86797	2.76712	2.66799	2.57071	2.47537	2.38206	2.29085	2.2018	2.11496	2.03038	1.94808	1.8681	1.79043	1.7151	1.6421	1.57142	1.50305	1.43697	1.37315	1.31158	1.25221	1.19501	1.13994	1.08696	1.03603	0.987089	0.940103	0.895018	0.851783	0.810347	0.770658	0.732662	0.696309	0.661544	0.628316	0.596572	0.56626	0.53733	0.509731	0.483414	0.458329	0.43443	0.411669	0.390001	0.369381	0.349767	0.331115	0.313385	0.296537	0.280533	0.265335	0.250908	0.237216	0.224226	0.211906	0.200225	0.189152	0.178659	0.168718	0.159302	0.150387	0.141946	0.133958	0.1264	0.119249	0.112486	0.106091	0.100045	0.0943308	0.0889306	0.0838283	0.0790085	0.0744563	0.0701578	0.0660993	0.0622683	0.0586525	0.0552405	0.0520212	0.0489843	0.0461198	0.0434184	0.0408712	0.0384696	0.0362057	0.0340719	0.0320609
125	1.94555	0.0411198	1	1.05908	1.121	1.18583	1.25368	1.32463	1.39879	1.47625	1.55709	1.64143	1.72934	1.82092	1.91627	2.01548	2.11863	2.22582	2.33713	2.45265	2.57247	2.69665	2.82528	2.95844	3.0962	3.23862	3.38577	3.53772	3.69452	3.85623	4.02288	4.19454	4.37122	4.55298	4.73983	4.93181	5.12891	5.33116	5.53857	5.75111	5.96879	6.19159	6.41949	6.65245	6.89043	7.13339	7.38128	7.63402	7.89156	8.15382	8.4207	8.69212	8.96796	9.24813	9.5325	9.82095	10.1133	10.4095	10.7093	11.0127	11.3193	11.6291	11.9418	12.2573	12.5754	12.8959	13.2185	13.5431	13.8694	14.1971	14.5262	14.8562	15.187	15.5184	15.85	16.1815	16.5129	16.8437	17.1737	17.5026	17.8302	18.1562	18.4803	18.8022	19.1216	19.4383	19.752	20.0624	20.3693	20.6723	20.9712	21.2657	21.5556	21.8406	22.1204	22.3948	22.6635	22.9263	23.1829	23.4332	23.6768	23.9136	24.1434	24.366	24.581	24.7885	24.9881	25.1798	25.3633	25.5385	25.7053	25.8634	26.0129	26.1536	26.2853	26.408	26.5215	26.6259	26.7211	26.8069	26.8834	26.9505	27.0081	27.0564	27.0952	27.1247	27.1447	27.1553	27.1566	27.1486	27.1314	27.105	27.0695	27.025	26.9716	26.9094	26.8384	26.7589	26.6708	26.5745	26.4699	26.3573	26.2367	26.1085	25.9726	25.8293	25.6788	25.5212	25.3568	25.1856	25.008	24.824	24.634	24.4381	24.2364	24.0293	23.8169	23.5995	23.3772	23.1502	22.9189	22.6833	22.4437
126	1.17611	0.936627	1	1.011	1.01342	1.00815	0.996136	0.978369	0.955802	0.929343	0.899828	0.868011	0.834561	0.800059	0.765001	0.729806	0.694821	0.660328	0.626553	0.593673	0.561822	0.531098	0.501568	0.473275	0.446241	0.420469	0.395953	0.372671	0.350597	0.329696	0.30993	0.291257	0.273631	0.257009	0.241344	0.22659	0.212702	0.199634	0.187345	0.175792	0.164933	0.154732	0.14515	0.136151	0.127702	0.119771	0.112327	0.105341	0.0987858	0.0926353	0.0868652	0.0814523	0.0763749	0.0716126	0.067146	0.062957	0.0590285	0.0553444	0.0518897	0.0486501	0.0456125	0.0427641	0.0400934	0.0375892	0.0352413	0.0330399	0.0309758	0.0290406	0.0272262	0.0255251	0.0239303	0.022435	0.0210331	0.0197188	0.0184866	0.0173313	0.0162483	0.0152329	0.0142809	0.0133884	0.0125517	0.0117673	0.0110319	0.0103424	0.00969607	0.00909009	0.00852199	0.00798938	0.00749006	0.00702194	0.00658308	0.00617165	0.00578593	0.00542431	0.0050853	0.00476747	0.00446951	0.00419016	0.00392828	0.00368277	0.00345259	0.00323681	0.00303451	0.00284485	0.00266705	0.00250036	0.00234409	0.00219758	0.00206023	0.00193147	0.00181075	0.00169758	0.00159148	0.00149202	0.00139876	0.00131134	0.00122938	0.00115255	0.00108051	0.00101298	0.000949669	0.000890315	0.00083467	0.000782503	0.000733597	0.000687747	0.000644763	0.000604465	0.000566686	0.000531268	0.000498064	0.000466935	0.000437752	0.000410392	0.000384743	0.000360696	0.000338153	0.000317018	0.000297205	0.000278629	0.000261215	0.000244889	0.000229583	0.000215234	0.000201782	0.000189171	0.000177348	0.000166264	0.000155872	0.00014613	0.000136997	0.000128435	0.000120407	0.000112882	0.000105827	9.92127e-05	9.30119e-05	8.71986e-05	8.17487e-05	7.66394e-05	7.18495e-05	6.73589e-05	6.31489e-05
