Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected
184	1.32227	0.251778	1	1.02013	1.03802	1.0536	1.06685	1.07774	1.08628	1.09247	1.09636	1.09798	1.09739	1.09466	1.08987	1.0831	1.07446	1.06404	1.05196	1.03832	1.02323	1.00682	0.989203	0.97049	0.9508	0.930246	0.908939	0.886988	0.864495	0.841563	0.818285	0.794754	0.771056	0.74727	0.723474	0.699738	0.676126	0.6527	0.629512	0.606614	0.58405	0.56186	0.540079	0.51874	0.497868	0.477487	0.457617	0.438272	0.419466	0.401209	0.383506	0.366363	0.349781	0.333759	0.318296	0.303388	0.289028	0.27521	0.261925	0.249164	0.236917	0.225173	0.213918	0.203142	0.192832	0.182973	0.173553	0.164558	0.155974	0.147786	0.139982	0.132548	0.125469	0.118732	0.112324	0.106232	0.100442	0.094943	0.0897217	0.0847663	0.0800652	0.0756071	0.071381	0.0673763	0.0635827	0.0599903	0.0565896	0.0533712	0.0503265	0.0474468	0.044724	0.0421502	0.039718	0.0374202	0.0352498	0.0332003	0.0312654	0.0294392	0.0277158	0.0260898	0.0245561	0.0231097	0.0217458	0.0204601	0.0192482	0.0181061	0.01703	0.0160162	0.0150612	0.0141619	0.0133149	0.0125175	0.0117669	0.0110603	0.0103953	0.00976946	0.00918062	0.00862663	0.00810549	0.00761529	0.00715426	0.00672069	0.006313	0.00592967	0.00556929	0.00523051	0.00491206	0.00461275	0.00433145	0.0040671	0.0038187	0.00358529	0.003366	0.00315997	0.00296643	0.00278463	0.00261386	0.00245347	0.00230283	0.00216136	0.00202851	0.00190376	0.00178662	0.00167663	0.00157337	0.00147642	0.0013854	0.00129996	0.00121975	0.00114446	0.00107379	0.00100746	0.000945204	0.000886773	0.000831935	0.000780472	0.000732176	0.000686854	0.000644325	0.000604418	0.000566971	0.000531835	0.000498867
185	2.90171	0.16753	1	1.11884	1.24755	1.38642	1.5357	1.69557	1.86617	2.04754	2.23969	2.44251	2.65587	2.87951	3.11311	3.35627	3.60853	3.8693	4.13797	4.41382	4.69608	4.98391	5.27641	5.57263	5.87156	6.17218	6.47343	6.7742	7.07341	7.36994	7.66269	7.95055	8.23246	8.50736	8.77424	9.03211	9.28005	9.51718	9.74267	9.95578	10.1558	10.3421	10.5142	10.6716	10.8139	10.9407	11.0518	11.1471	11.2265	11.2899	11.3374	11.3691	11.3851	11.3859	11.3715	11.3425	11.2991	11.2419	11.1713	11.0879	10.9922	10.8848	10.7663	10.6374	10.4987	10.3508	10.1943	10.0301	9.85865	9.68068	9.49684	9.30776	9.11408	8.91641	8.71534	8.51146	8.30533	8.09748	7.88843	7.67868	7.46869	7.25891	7.04976	6.84163	6.63489	6.42988	6.22693	6.02633	5.82835	5.63323	5.44121	5.25248	5.06722	4.88559	4.70774	4.53377	4.3638	4.19791	4.03616	3.87861	3.7253	3.57625	3.43147	3.29097	3.15473	3.02273	2.89495	2.77133	2.65185	2.53643	2.42503	2.31758	2.214	2.11422	2.01817	1.92576	1.83691	1.75152	1.66951	1.5908	1.51528	1.44288	1.37348	1.30701	1.24337	1.18247	1.12422	1.06852	1.01529	0.964448	0.915897	0.869558	0.825346	0.78318	0.742981	0.704672	0.668176	0.633421	0.600334	0.568847	0.538891	0.510401	0.483315	0.457571	0.433109	0.409873	0.387808	0.36686	0.346978	0.328114	0.310219	0.293249	0.277159	0.261907	0.247454	0.23376	0.22079	0.208506	0.196876	0.185867	0.175448	0.165589	0.156262
186	2.72777	0.134192	1	1.10797	1.22442	1.34967	1.484	1.62765	1.78086	1.94379	2.11661	2.29941	2.49223	2.6951	2.90796	3.1307	3.36319	3.6052	3.85646	4.11666	4.38539	4.66224	4.94669	5.2382	5.53616	5.83993	6.14881	6.46204	6.77887	7.09846	7.41997	7.74253	8.06525	8.38721	8.7075	9.02519	9.33935	9.64907	9.95342	10.2515	10.5425	10.8255	11.0997	11.3643	11.6185	11.8617	12.0933	12.3125	12.5188	12.7117	12.8908	13.0556	13.2058	13.3411	13.4614	13.5663	13.6558	13.7299	13.7886	13.8318	13.8597	13.8725	13.8703	13.8534	13.8221	13.7766	13.7175	13.645	13.5597	13.4619	13.3521	13.2309	13.0988	12.9563	12.804	12.6425	12.4723	12.2939	12.1081	11.9153	11.7162	11.5112	11.3011	11.0863	10.8675	10.645	10.4196	10.1916	9.96154	9.72997	9.49731	9.264	9.03047	8.79713	8.56436	8.33252	8.10196	7.87301	7.64598	7.42113	7.19875	6.97907	6.76232	6.54872	6.33844	6.13166	5.92853	5.7292	5.53377	5.34236	5.15506	4.97194	4.79306	4.61847	4.44821	4.28231	4.12078	3.96362	3.81082	3.66238	3.51827	3.37846	3.24291	3.11158	2.98441	2.86136	2.74235	2.62733	2.51622	2.40896	2.30547	2.20566	2.10947	2.01679	1.92756	1.84169	1.75909	1.67967	1.60334	1.53003	1.45963	1.39207	1.32726	1.26511	1.20554	1.14846	1.09379	1.04145	0.991357	0.943434	0.897604	0.85379	0.811919	0.771918	0.733716	0.697244	0.662436	0.629225	0.597549	0.567345	0.538555	0.511119	0.484982
187	3.62693	0.191988	1	1.16416	1.34893	1.55586	1.78646	2.04218	2.32443	2.63446	2.97343	3.34234	3.74201	4.17307	4.63593	5.13076	5.65748	6.21574	6.80491	7.4241	8.0721	8.74744	9.44836	10.1728	10.9186	11.6831	12.4636	13.2571	14.0605	14.8706	15.6839	16.4969	17.3062	18.1081	18.8991	19.6756	20.4343	21.1718	21.8848	22.5703	23.2254	23.8474	24.4339	24.9825	25.4914	25.9587	26.3831	26.7632	27.0982	27.3874	27.6303	27.8268	27.977	28.0813	28.1401	28.1543	28.1248	28.0527	27.9394	27.7863	27.595	27.3673	27.1049	26.8096	26.4836	26.1287	25.747	25.3405	24.9114	24.4616	23.9933	23.5084	23.0089	22.4967	21.9737	21.4418	20.9026	20.3578	19.8091	19.258	18.7058	18.1541	17.6039	17.0566	16.5133	15.9749	15.4425	14.9168	14.3986	13.8888	13.3878	12.8963	12.4148	11.9436	11.4833	11.0339	10.596	10.1695	9.75472	9.35172	8.96058	8.58131	8.2139	7.85831	7.51447	7.18226	6.86157	6.55224	6.25409	5.96695	5.6906	5.42482	5.16939	4.92407	4.6886	4.46273	4.2462	4.03875	3.8401	3.65	3.46816	3.29432	3.12821	2.96957	2.81814	2.67364	2.53583	2.40446	2.27927	2.16003	2.0465	1.93845	1.83564	1.73788	1.64493	1.5566	1.47268	1.39299	1.31732	1.24551	1.17737	1.11274	1.05145	0.993354	0.938294	0.886125	0.836711	0.789916	0.745614	0.703682	0.664002	0.626462	0.590955	0.557378	0.525632	0.495625	0.467266	0.440471	0.415157	0.391248	0.368671	0.347353	0.327229
188	3.37986	0.341507	1	1.14872	1.3092	1.48078	1.66261	1.85361	2.05251	2.25785	2.46805	2.68142	2.89615	3.11044	3.32243	3.5303	3.73231	3.92676	4.11211	4.2869	4.44987	4.5999	4.73606	4.85758	4.9639	5.05462	5.12952	5.18856	5.23185	5.25964	5.27231	5.27036	5.2544	5.22511	5.18326	5.12965	5.06515	4.99063	4.90701	4.81518	4.71604	4.61049	4.49939	4.38357	4.26384	4.14096	4.01566	3.88861	3.76045	3.63176	3.50308	3.3749	3.24768	3.12181	2.99764	2.8755	2.75567	2.63837	2.52382	2.41219	2.30361	2.19819	2.09603	1.99718	1.90168	1.80955	1.72081	1.63542	1.55337	1.47462	1.39912	1.32681	1.25762	1.19148	1.12832	1.06805	1.01059	0.955836	0.903713	0.854125	0.806979	0.762184	0.719648	0.679281	0.640991	0.604693	0.570298	0.537722	0.506884	0.477703	0.450101	0.424004	0.399338	0.376033	0.354021	0.333238	0.313621	0.295111	0.277649	0.261181	0.245654	0.231018	0.217225	0.20423	0.191989	0.180461	0.169606	0.159386	0.149768	0.140716	0.132199	0.124186	0.116649	0.10956	0.102894	0.0966262	0.0907337	0.0851947	0.0799886	0.0750958	0.0704981	0.066178	0.0621192	0.0583062	0.0547245	0.0513603	0.0482007	0.0452334	0.042447	0.0398306	0.037374	0.0350676	0.0329024	0.0308698	0.0289618	0.0271709	0.0254899	0.0239123	0.0224317	0.0210422	0.0197382	0.0185147	0.0173665	0.0162893	0.0152785	0.0143301	0.0134404	0.0126056	0.0118225	0.0110878	0.0103987	0.00975218	0.00914575	0.0085769	0.00804332	0.00754284	0.00707342	0.00663312	0.00622016	0.00583285	0.0054696	0.00512891	0.0048094
189	1.12721	0.95249	1	1.00794	1.0075	0.999605	0.985268	0.965488	0.941228	0.913389	0.882793	0.850173	0.816172	0.781344	0.746158	0.711004	0.676204	0.642015	0.608643	0.576243	0.544932	0.514792	0.485879	0.458223	0.431837	0.406718	0.382849	0.360208	0.338762	0.318473	0.2993	0.2812	0.264126	0.248033	0.232874	0.218603	0.205176	0.192546	0.180672	0.169513	0.159028	0.14918	0.139931	0.131247	0.123095	0.115444	0.108264	0.101526	0.0952044	0.0892738	0.0837104	0.0784919	0.0735973	0.0690066	0.0647013	0.0606637	0.0568774	0.0533268	0.0499974	0.0468755	0.0439481	0.0412034	0.0386298	0.0362168	0.0339544	0.0318331	0.0298443	0.0279797	0.0262315	0.0245924	0.0230558	0.0216151	0.0202644	0.018998	0.0178108	0.0166978	0.0156543	0.014676	0.0137588	0.012899	0.0120928	0.0113371	0.0106285	0.00996428	0.00934154	0.00875771	0.00821037	0.00769724	0.00721617	0.00676517	0.00634236	0.00594596	0.00557435	0.00522595	0.00489934	0.00459313	0.00430606	0.00403694	0.00378463	0.00354809	0.00332634	0.00311844	0.00292354	0.00274082	0.00256952	0.00240892	0.00225837	0.00211722	0.00198489	0.00186084	0.00174454	0.0016355	0.00153328	0.00143745	0.00134761	0.00126339	0.00118442	0.0011104	0.001041	0.000975936	0.00091494	0.000857756	0.000804147	0.000753887	0.00070677	0.000662596	0.000621184	0.00058236	0.000545963	0.00051184	0.00047985	0.000449859	0.000421743	0.000395384	0.000370673	0.000347506	0.000325787	0.000305425	0.000286336	0.00026844	0.000251662	0.000235933	0.000221188	0.000207363	0.000194403	0.000182253	0.000170862	0.000160183	0.000150172	0.000140786	0.000131987	0.000123738	0.000116004	0.000108754	0.000101957	9.55845e-05	8.96105e-05	8.40098e-05	7.87592e-05	7.38367e-05	6.92219e-05	6.48956e-05	6.08396e-05
190	3.69011	0.122877	1	1.16811	1.36033	1.57944	1.8284	2.11041	2.42887	2.7874	3.18983	3.64017	4.14266	4.70167	5.32178	6.00766	6.76415	7.59614	8.5086	9.50653	10.5949	11.7787	13.0627	14.4517	15.9501	17.5623	19.2923	21.1438	23.12	25.2237	27.4573	29.8226	32.3208	34.9524	37.7172	40.6143	43.6422	46.7984	50.0795	53.4815	56.9994	60.6274	64.3588	68.1861	72.1009	76.094	80.1556	84.275	88.441	92.6416	96.8644	101.097	105.325	109.535	113.715	117.849	121.923	125.925	129.84	133.655	137.356	140.932	144.369	147.657	150.784	153.741	156.518	159.106	161.499	163.69	165.673	167.443	168.997	170.332	171.447	172.341	173.015	173.468	173.705	173.727	173.538	173.143	172.547	171.756	170.776	169.614	168.278	166.775	165.114	163.303	161.35	159.265	157.056	154.732	152.302	149.776	147.162	144.469	141.705	138.879	136	133.075	130.112	127.118	124.101	121.068	118.025	114.978	111.934	108.897	105.874	102.869	99.8871	96.9321	94.0082	91.1189	88.2678	85.4577	82.6916	79.9717	77.3005	74.6798	72.1113	69.5965	67.1367	64.733	62.386	60.0966	57.8651	55.6919	53.5772	51.5208	49.5228	47.5828	45.7005	43.8754	42.1069	40.3945	38.7372	37.1344	35.5852	34.0886	32.6437	31.2494	29.9047	28.6086	27.3598	26.1572	24.9998	23.8862	22.8155	21.7863	20.7975	19.848	18.9365	18.0619	17.2231	16.4188	15.648	14.9096	14.2024	13.5254	12.8776
191	3.73103	0.188195	1	1.17067	1.36403	1.58202	1.82657	2.09957	2.40289	2.7383	3.10748	3.51198	3.95316	4.4322	4.95007	5.50748	6.10485	6.74233	7.41975	8.13658	8.892	9.68479	10.5134	11.3759	12.2702	13.1935	14.143	15.1156	16.1077	17.1156	18.1354	19.1631	20.1942	21.2246	22.2497	23.2651	24.2664	25.2491	26.209	27.1418	28.0436	28.9105	29.7389	30.5254	31.267	31.9608	32.6044	33.1956	33.7324	34.2135	34.6375	35.0038	35.3116	35.5609	35.7518	35.8845	35.9599	35.9788	35.9425	35.8524	35.7102	35.5175	35.2765	34.9893	34.6581	34.2853	33.8734	33.4248	32.9421	32.4279	31.8848	31.3154	30.7222	30.1078	29.4746	28.8252	28.1618	27.4868	26.8024	26.1106	25.4136	24.7132	24.0113	23.3096	22.6097	21.9132	21.2214	20.5357	19.8572	19.1871	18.5264	17.876	17.2367	16.6092	15.9942	15.3922	14.8038	14.2292	13.6689	13.1231	12.5921	12.0759	11.5747	11.0886	10.6174	10.1612	9.71988	9.29332	8.88138	8.48387	8.10057	7.73127	7.3757	7.0336	6.70468	6.38864	6.08517	5.79396	5.51468	5.24699	4.99056	4.74506	4.51014	4.28547	4.07071	3.86551	3.66956	3.48252	3.30406	3.13387	2.97163	2.81704	2.6698	2.5296	2.39618	2.26923	2.14851	2.03374	1.92466	1.82103	1.72261	1.62916	1.54047	1.45631	1.37648	1.30078	1.22901	1.16099	1.09654	1.03548	0.977659	0.922913	0.871092	0.82205	0.775648	0.731756	0.690245	0.650996	0.613892	0.578823	0.545684	0.514375	0.4848
192	1.29612	0.482556	1	1.0185	1.03236	1.04168	1.04658	1.04726	1.04395	1.03692	1.02645	1.01283	0.99639	0.977434	0.956275	0.933217	0.908555	0.882567	0.855517	0.827653	0.799202	0.770372	0.741355	0.71232	0.68342	0.654788	0.626541	0.598782	0.571595	0.545053	0.519215	0.494129	0.469833	0.446353	0.423709	0.401914	0.380971	0.360881	0.341637	0.323231	0.305648	0.288873	0.272885	0.257664	0.243188	0.229433	0.216373	0.203984	0.19224	0.181114	0.170583	0.160618	0.151197	0.142292	0.133882	0.125941	0.118447	0.111377	0.10471	0.0984261	0.0925043	0.0869257	0.0816721	0.0767258	0.0720701	0.067689	0.0635672	0.0596903	0.0560443	0.0526163	0.0493937	0.0463648	0.0435183	0.0408437	0.0383308	0.0359704	0.0337533	0.031671	0.0297157	0.0278798	0.026156	0.0245378	0.0230188	0.021593	0.0202547	0.0189988	0.0178202	0.0167142	0.0156764	0.0147026	0.013789	0.0129319	0.0121278	0.0113734	0.0106658	0.010002	0.00937934	0.00879532	0.00824755	0.00773378	0.00725191	0.00679999	0.00637615	0.00597867	0.00560591	0.00525633	0.00492851	0.0046211	0.00433283	0.0040625	0.00380902	0.00357133	0.00334845	0.00313946	0.0029435	0.00275975	0.00258747	0.00242593	0.00227446	0.00213244	0.00199928	0.00187443	0.00175737	0.00164762	0.00154471	0.00144823	0.00135777	0.00127296	0.00119344	0.00111889	0.00104899	0.000983462	0.000922022	0.000864418	0.000810413	0.00075978	0.000712309	0.000667804	0.000626078	0.000586959	0.000550283	0.000515899	0.000483663	0.00045344	0.000425106	0.000398542	0.000373637	0.000350289	0.000328399	0.000307877	0.000288638	0.0002706	0.00025369	0.000237836	0.000222973	0.000209038	0.000195975	0.000183727	0.000172245	0.000161481	0.000151389	0.000141928	0.000133058
193	1.7652	0.0610936	1	1.04781	1.09703	1.14764	1.19963	1.25299	1.30769	1.36372	1.42105	1.47966	1.53951	1.60056	1.66279	1.72615	1.79058	1.85606	1.92252	1.98992	2.05819	2.12728	2.19712	2.26765	2.3388	2.4105	2.48268	2.55527	2.62817	2.70133	2.77464	2.84805	2.92145	2.99476	3.06791	3.14079	3.21333	3.28543	3.35701	3.42798	3.49825	3.56773	3.63634	3.70398	3.77058	3.83604	3.90029	3.96324	4.02481	4.08493	4.14352	4.20049	4.2558	4.30935	4.3611	4.41097	4.4589	4.50484	4.54873	4.59053	4.63018	4.66763	4.70286	4.73583	4.76649	4.79482	4.8208	4.8444	4.86561	4.8844	4.90078	4.91473	4.92625	4.93534	4.942	4.94624	4.94808	4.94753	4.9446	4.93932	4.93171	4.92181	4.90963	4.89521	4.8786	4.85982	4.83892	4.81595	4.79095	4.76397	4.73505	4.70426	4.67164	4.63725	4.60115	4.56339	4.52404	4.48316	4.4408	4.39703	4.35192	4.30552	4.25789	4.20912	4.15925	4.10835	4.05649	4.00373	3.95014	3.89577	3.84069	3.78496	3.72865	3.67181	3.61451	3.5568	3.49874	3.44038	3.38179	3.32302	3.26412	3.20514	3.14614	3.08715	3.02824	2.96944	2.91081	2.85237	2.79418	2.73628	2.6787	2.62148	2.56465	2.50826	2.45232	2.39688	2.34196	2.28759	2.23379	2.18058	2.128	2.07606	2.02479	1.97419	1.92429	1.8751	1.82664	1.77892	1.73195	1.68575	1.64031	1.59565	1.55178	1.50869	1.4664	1.42492	1.38423	1.34434	1.30526	1.26697	1.22949	1.19281	1.15693
194	2.87348	0.704032	1	1.11707	1.2302	1.33704	1.43559	1.52419	1.60159	1.66695	1.71981	1.76009	1.788	1.80402	1.80883	1.80328	1.78831	1.76493	1.73417	1.69707	1.65463	1.60778	1.55742	1.50437	1.44935	1.39304	1.33602	1.27879	1.22181	1.16543	1.10998	1.0557	1.00282	0.95149	0.90184	0.853962	0.807918	0.763747	0.721464	0.681069	0.642546	0.605866	0.570991	0.537875	0.506467	0.476709	0.448543	0.421906	0.396736	0.372968	0.350539	0.329385	0.309446	0.29066	0.272969	0.256315	0.240644	0.225902	0.212039	0.199005	0.186754	0.175242	0.164427	0.154267	0.144726	0.135767	0.127355	0.119458	0.112045	0.105089	0.0985599	0.0924336	0.0866852	0.081292	0.0762323	0.0714858	0.0670333	0.0628569	0.0589396	0.0552655	0.0518197	0.048588	0.0455573	0.0427151	0.0400498	0.0375504	0.0352068	0.0330091	0.0309484	0.0290161	0.0272043	0.0255055	0.0239127	0.0224192	0.0210189	0.019706	0.0184751	0.017321	0.0162389	0.0152244	0.0142732	0.0133815	0.0125454	0.0117615	0.0110266	0.0103376	0.00969165	0.00908604	0.00851827	0.00798597	0.00748692	0.00701905	0.00658041	0.00616919	0.00578365	0.00542221	0.00508335	0.00476566	0.00446783	0.00418861	0.00392684	0.00368142	0.00345135	0.00323565	0.00303343	0.00284385	0.00266611	0.00249948	0.00234327	0.00219682	0.00205952	0.00193081	0.00181013	0.001697	0.00159094	0.00149151	0.00139829	0.0013109	0.00122897	0.00115216	0.00108015	0.00101264	0.000949351	0.000890017	0.000834391	0.000782242	0.000733352	0.000687518	0.000644548	0.000604264	0.000566498	0.000531092	0.000497899	0.00046678	0.000437606	0.000410256	0.000384615	0.000360577	0.000338041	0.000316913	0.000297106	0.000278537	0.000261128
195	2.91251	0.564764	1	1.11951	1.23892	1.35627	1.46967	1.57739	1.67788	1.76981	1.85212	1.924	1.9849	2.03453	2.07283	2.09994	2.11619	2.12207	2.11818	2.10523	2.08396	2.0552	2.01977	1.97849	1.93218	1.88161	1.82754	1.77067	1.71164	1.65106	1.58945	1.52732	1.4651	1.40315	1.34182	1.28139	1.22211	1.16416	1.10772	1.05292	0.999868	0.94863	0.899263	0.851801	0.80626	0.762639	0.720926	0.681097	0.64312	0.606954	0.572553	0.539867	0.508841	0.479417	0.451536	0.425138	0.400162	0.376548	0.354234	0.333162	0.313272	0.294507	0.276813	0.260134	0.244419	0.229618	0.215681	0.202563	0.190218	0.178605	0.167683	0.157412	0.147757	0.138682	0.130154	0.122141	0.114613	0.107542	0.100901	0.0946651	0.0888099	0.0833127	0.0781522	0.0733083	0.068762	0.0644952	0.0604912	0.056734	0.0532085	0.0499008	0.0467976	0.0438862	0.0411552	0.0385932	0.0361901	0.0339361	0.0318219	0.0298389	0.0279792	0.026235	0.0245992	0.0230652	0.0216266	0.0202775	0.0190125	0.0178262	0.0167137	0.0156706	0.0146925	0.0137754	0.0129154	0.0121091	0.011353	0.0106441	0.00997941	0.00935619	0.00877186	0.008224	0.00771033	0.00722872	0.00677718	0.00635382	0.0059569	0.00558476	0.00523586	0.00490874	0.00460205	0.00431452	0.00404495	0.00379221	0.00355526	0.00333311	0.00312484	0.00292958	0.00274652	0.00257489	0.00241399	0.00226314	0.00212171	0.00198912	0.00186482	0.00174828	0.00163903	0.0015366	0.00144057	0.00135054	0.00126614	0.00118701	0.00111283	0.00104328	0.000978081	0.000916955	0.000859648	0.000805923	0.000755555	0.000708335	0.000664065	0.000622563	0.000583654	0.000547177	0.000512979	0.000480919	0.000450862
196	2.50251	0.0513841	1	1.09389	1.1955	1.30534	1.42398	1.552	1.69	1.83863	1.99854	2.17042	2.35502	2.55307	2.76535	2.99269	3.23591	3.49589	3.77352	4.06974	4.38548	4.72174	5.07952	5.45984	5.86377	6.29236	6.74672	7.22797	7.73723	8.27565	8.84437	9.44458	10.0774	10.7441	11.4458	12.1837	12.959	13.7728	14.6262	15.5204	16.4566	17.4357	18.4589	19.5271	20.6414	21.8027	23.0118	24.2697	25.577	26.9344	28.3427	29.8024	31.3139	32.8776	34.4938	36.1628	37.8847	39.6593	41.4867	43.3665	45.2985	47.2821	49.3167	51.4015	53.5358	55.7185	57.9483	60.2241	62.5443	64.9073	67.3115	69.7549	72.2354	74.751	77.2992	79.8775	82.4835	85.1142	87.7669	90.4386	93.126	95.826	98.5351	101.25	103.967	106.683	109.393	112.095	114.784	117.456	120.107	122.734	125.332	127.898	130.428	132.917	135.362	137.759	140.104	142.393	144.623	146.79	148.89	150.921	152.88	154.762	156.565	158.287	159.924	161.475	162.937	164.307	165.585	166.768	167.854	168.844	169.734	170.525	171.216	171.805	172.294	172.682	172.968	173.154	173.239	173.225	173.112	172.902	172.595	172.192	171.697	171.109	170.431	169.665	168.814	167.878	166.861	165.765	164.592	163.345	162.027	160.641	159.188	157.673	156.098	154.466	152.779	151.041	149.255	147.424	145.55	143.637	141.687	139.704	137.69	135.648	133.581	131.491	129.381	127.255	125.114	122.96	120.798
197	1.48107	0.791184	1	1.03006	1.05159	1.0649	1.07045	1.06887	1.06084	1.0471	1.02841	1.00551	0.979116	0.949905	0.918497	0.885454	0.851276	0.816405	0.781224	0.746059	0.711186	0.676836	0.643193	0.610409	0.5786	0.547855	0.518235	0.489785	0.462528	0.436475	0.411623	0.387959	0.365464	0.34411	0.323864	0.304693	0.286557	0.269416	0.253229	0.237954	0.223549	0.209972	0.197184	0.185143	0.173811	0.163151	0.153125	0.1437	0.134841	0.126517	0.118698	0.111353	0.104456	0.0979807	0.0919017	0.0861957	0.0808404	0.0758149	0.0710993	0.0666749	0.062524	0.0586301	0.0549773	0.0515511	0.0483374	0.0453234	0.0424966	0.0398456	0.0373595	0.0350281	0.0328418	0.0307918	0.0288695	0.0270669	0.0253768	0.023792	0.0223061	0.0209129	0.0196067	0.0183819	0.0172336	0.016157	0.0151476	0.0142012	0.0133139	0.012482	0.0117021	0.0109709	0.0102853	0.00964264	0.00904008	0.00847516	0.00794553	0.007449	0.00698349	0.00654707	0.00613791	0.00575433	0.00539471	0.00505756	0.00474148	0.00444516	0.00416735	0.0039069	0.00366273	0.00343382	0.00321921	0.00301802	0.00282939	0.00265256	0.00248678	0.00233136	0.00218565	0.00204905	0.00192099	0.00180093	0.00168837	0.00158285	0.00148392	0.00139118	0.00130423	0.00122271	0.0011463	0.00107465	0.00100749	0.00094452	0.000885487	0.000830145	0.000778261	0.00072962	0.000684018	0.000641267	0.000601188	0.000563614	0.000528388	0.000495364	0.000464404	0.000435379	0.000408167	0.000382657	0.000358741	0.00033632	0.0003153	0.000295594	0.000277119	0.000259799	0.000243562	0.000228339	0.000214068	0.000200689	0.000188146	0.000176386	0.000165362	0.000155027	0.000145338	0.000136254	0.000127738	0.000119755	0.00011227	0.000105253	9.86749e-05	9.25077e-05	8.6726e-05
198	2.99568	0.517544	1	1.12471	1.25135	1.37807	1.50301	1.62439	1.7405	1.84982	1.95101	2.04293	2.12468	2.19561	2.25528	2.30348	2.3402	2.36562	2.38008	2.38406	2.37814	2.363	2.33937	2.30802	2.26975	2.22538	2.17568	2.12144	2.06339	2.00223	1.93863	1.87319	1.80648	1.73899	1.6712	1.60351	1.53627	1.46981	1.4044	1.34026	1.27759	1.21655	1.15727	1.09984	1.04435	0.99084	0.939352	0.889899	0.842483	0.79709	0.753698	0.712276	0.672782	0.635171	0.599392	0.565388	0.533103	0.502475	0.473443	0.445943	0.419913	0.395291	0.372013	0.35002	0.32925	0.309645	0.291148	0.273704	0.25726	0.241763	0.227164	0.213416	0.200473	0.18829	0.176827	0.166043	0.1559	0.146363	0.137397	0.128969	0.121048	0.113605	0.106613	0.100044	0.0938741	0.0880798	0.0826387	0.0775299	0.0727335	0.0682308	0.0640043	0.0600373	0.0563141	0.05282	0.0495412	0.0464646	0.0435778	0.0408694	0.0383283	0.0359445	0.0337082	0.0316104	0.0296426	0.0277968	0.0260656	0.0244418	0.0229188	0.0214905	0.0201509	0.0188946	0.0177165	0.0166116	0.0155755	0.0146039	0.0136928	0.0128384	0.0120372	0.011286	0.0105816	0.0099211	0.00930177	0.00872106	0.00817657	0.00766603	0.00718734	0.00673852	0.0063177	0.00592313	0.0055532	0.00520635	0.00488115	0.00457626	0.00429039	0.00402238	0.0037711	0.00353551	0.00331463	0.00310754	0.00291339	0.00273136	0.00256071	0.00240071	0.00225071	0.00211007	0.00197823	0.00185462	0.00173873	0.00163008	0.00152822	0.00143272	0.00134319	0.00125925	0.00118056	0.00110678	0.00103762	0.000972775	0.000911983	0.00085499	0.000801558	0.000751465	0.000704502	0.000660474	0.000619198
