Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected	T162 Infected	T163 Infected	T164 Infected	T165 Infected	T166 Infected	T167 Infected	T168 Infected	T169 Infected	T170 Infected	T171 Infected	T172 Infected	T173 Infected	T174 Infected	T175 Infected	T176 Infected	T177 Infected	T178 Infected	T179 Infected	T180 Infected	T181 Infected	T182 Infected	T183 Infected	T184 Infected	T185 Infected	T186 Infected	T187 Infected	T188 Infected	T189 Infected	T190 Infected	T191 Infected	T192 Infected	T193 Infected	T194 Infected	T195 Infected	T196 Infected	T197 Infected	T198 Infected	T199 Infected	T200 Infected	T201 Infected	T202 Infected	T203 Infected	T204 Infected	T205 Infected	T206 Infected	T207 Infected	T208 Infected	T209 Infected	T210 Infected	T211 Infected	T212 Infected	T213 Infected	T214 Infected	T215 Infected	T216 Infected	T217 Infected	T218 Infected	T219 Infected	T220 Infected	T221 Infected	T222 Infected	T223 Infected	T224 Infected	T225 Infected	T226 Infected	T227 Infected	T228 Infected	T229 Infected	T230 Infected	T231 Infected	T232 Infected	T233 Infected	T234 Infected	T235 Infected	T236 Infected	T237 Infected	T238 Infected	T239 Infected	T240 Infected	T241 Infected
170	2.93473	0.0545694	1	1.1209	1.25502	1.40361	1.56807	1.74986	1.95059	2.17197	2.41586	2.68424	2.97924	3.30313	3.65833	4.04746	4.47327	4.9387	5.44689	6.00113	6.60496	7.26207	7.97638	8.75204	9.59338	10.505	11.4916	12.5583	13.7103	14.9531	16.2923	17.7339	19.2839	20.9488	22.7351	24.6495	26.6989	28.8904	31.2312	33.7288	36.3906	39.2241	42.237	45.4371	48.8318	52.4288	56.2358	60.26	64.5088	68.9891	73.7078	78.6712	83.8852	89.3557	95.0874	101.085	107.352	113.892	120.706	127.797	135.164	142.807	150.724	158.913	167.368	176.084	185.055	194.272	203.725	213.403	223.293	233.38	243.648	254.081	264.658	275.358	286.161	297.041	307.975	318.936	329.897	340.83	351.706	362.495	373.166	383.689	394.034	404.168	414.063	423.687	433.011	442.007	450.645	458.901	466.749	474.164	481.125	487.613	493.608	499.095	504.06	508.49	512.377	515.714	518.495	520.718	522.382	523.49	524.045	524.054	523.525	522.467	520.892	518.814	516.247	513.207	509.711	505.779	501.429	496.682	491.557	486.077	480.262	474.135	467.718	461.032	454.099	446.941	439.58	432.036	424.33	416.482	408.511	400.437	392.277	384.05	375.772	367.459	359.126	350.788	342.459	334.152	325.879	317.651	309.48	301.375	293.346	285.4	277.547	269.792	262.143	254.606	247.185	239.886	232.713	225.669	218.757	211.981	205.342	198.843	192.484	186.268	180.193	174.262	168.474	162.829	157.326	151.964	146.744	141.663	136.72	131.915	127.244	122.707	118.302	114.026	109.878	105.855	101.956	98.1766	94.5159	90.9712	87.5399	84.2197	81.008	77.9022	74.8999	71.9985	69.1954	66.4882	63.8743	61.3513	58.9167	56.568	54.3028	52.1187	50.0134	47.9846	46.0299	44.1471	42.334	40.5885	38.9084	37.2916	35.7361	34.2399	32.8011	31.4177	30.0879	28.81	27.582	26.4024	25.2694	24.1814	23.1368	22.1341	21.1718	20.2484	19.3625	18.5128	17.6979	16.9165	16.1674	15.4494	14.7612	14.1019	13.4702	12.8651	12.2856	11.7307	11.1994	10.6908	10.204	9.73823	9.29253	8.86614	8.45828	8.06821	7.69521	7.33858	6.99765	6.67178	6.36035
171	1.37134	0.154806	1	1.0232	1.04524	1.06606	1.08559	1.10377	1.12057	1.13594	1.14984	1.16225	1.17315	1.18251	1.19034	1.19662	1.20137	1.20459	1.2063	1.20651	1.20527	1.20259	1.19851	1.19308	1.18633	1.17831	1.16908	1.15868	1.14717	1.13461	1.12105	1.10656	1.09119	1.07501	1.05808	1.04046	1.0222	1.00338	0.984047	0.964263	0.944085	0.92357	0.902772	0.881744	0.860536	0.839197	0.817776	0.796315	0.774859	0.753448	0.73212	0.710911	0.689855	0.668984	0.648327	0.62791	0.60776	0.587898	0.568347	0.549123	0.530246	0.511728	0.493584	0.475825	0.458461	0.4415	0.424948	0.408811	0.393093	0.377796	0.362922	0.348471	0.334443	0.320835	0.307645	0.294871	0.282507	0.270549	0.258992	0.247829	0.237054	0.22666	0.216641	0.206987	0.197692	0.188747	0.180144	0.171874	0.163928	0.156298	0.148975	0.14195	0.135214	0.128758	0.122574	0.116652	0.110985	0.105563	0.100378	0.0954214	0.0906855	0.0861621	0.0818433	0.0777214	0.0737888	0.0700382	0.0664625	0.0630545	0.0598076	0.0567152	0.0537708	0.0509683	0.0483016	0.0457649	0.0433526	0.0410592	0.0388795	0.0368085	0.0348412	0.0329729	0.0311992	0.0295156	0.027918	0.0264023	0.0249647	0.0236016	0.0223092	0.0210843	0.0199235	0.0188238	0.0177821	0.0167956	0.0158615	0.0149773	0.0141404	0.0133484	0.0125992	0.0118904	0.0112201	0.0105862	0.00998691	0.00942041	0.00888499	0.00837903	0.00790098	0.00744937	0.00702281	0.00661996	0.00623956	0.00588041	0.00554137	0.00522136	0.00491935	0.00463436	0.00436547	0.00411181	0.00387254	0.00364687	0.00343405	0.00323337	0.00304417	0.0028658	0.00269767	0.0025392	0.00238986	0.00224913	0.00211653	0.0019916	0.00187391	0.00176306	0.00165864	0.00156031	0.00146771	0.00138051	0.00129841	0.00122112	0.00114836	0.00107987	0.0010154	0.000954733	0.000897635	0.000843906	0.000793349	0.000745782	0.000701029	0.000658929	0.000619325	0.000582074	0.000547036	0.000514083	0.000483092	0.000453949	0.000426545	0.000400778	0.000376551	0.000353774	0.000332361	0.000312231	0.000293308	0.000275522	0.000258804	0.000243092	0.000228325	0.000214447	0.000201406	0.000189151	0.000177636	0.000166816	0.00015665	0.000147099	0.000138126	0.000129697	0.000121778	0.000114339	0.000107351	0.000100788	9.46229e-05	8.88328e-05	8.33947e-05	7.82874e-05	7.3491e-05	6.89867e-05	6.47569e-05	6.07849e-05	5.70552e-05	5.35531e-05	5.02648e-05	4.71773e-05	4.42785e-05	4.15569e-05	3.90018e-05	3.6603e-05	3.4351e-05	3.22369e-05	3.02524e-05	2.83895e-05	2.66407e-05	2.49993e-05	2.34585e-05	2.20123e-05	2.06549e-05	1.93809e-05	1.81851e-05
172	3.27111	0.0778632	1	1.14192	1.30171	1.48129	1.68275	1.90834	2.16051	2.44189	2.75532	3.10383	3.49068	3.91935	4.39354	4.9172	5.49449	6.12983	6.82789	7.59358	8.43203	9.34865	10.3491	11.4391	12.6249	13.9127	15.3089	16.8204	18.4538	20.2161	22.1145	24.156	26.3479	28.6974	31.2117	33.8979	36.7632	39.8142	43.0577	46.5001	50.1473	54.0052	58.0788	62.3729	66.8915	71.6382	76.6155	81.8254	87.2689	92.9462	98.8562	104.997	111.366	117.957	124.767	131.788	139.011	146.427	154.026	161.796	169.721	177.788	185.98	194.28	202.669	211.126	219.63	228.16	236.693	245.204	253.67	262.064	270.363	278.541	286.571	294.43	302.091	309.53	316.723	323.647	330.28	336.601	342.59	348.228	353.499	358.388	362.88	366.963	370.629	373.868	376.674	379.043	380.973	382.462	383.512	384.125	384.307	384.064	383.402	382.332	380.864	379.009	376.781	374.193	371.26	367.997	364.42	360.546	356.392	351.975	347.312	342.422	337.322	332.029	326.56	320.933	315.165	309.271	303.269	297.174	291	284.762	278.475	272.152	265.805	259.447	253.089	246.742	240.417	234.123	227.869	221.664	215.515	209.43	203.415	197.477	191.621	185.852	180.174	174.592	169.109	163.728	158.452	153.283	148.224	143.275	138.439	133.715	129.105	124.608	120.226	115.957	111.802	107.759	103.829	100.009	96.3	92.6994	89.2063	85.819	82.536	79.3556	76.276	73.2954	70.4119	67.6236	64.9283	62.3242	59.809	57.3808	55.0374	52.7767	50.5965	48.4949	46.4696	44.5185	42.6396	40.8308	39.09	37.4153	35.8045	34.2558	32.7672	31.3367	29.9626	28.6429	27.3758	26.1597	24.9927	23.8732	22.7995	21.77	20.7831	19.8374	18.9312	18.0633	17.232	16.4362	15.6744	14.9454	14.2478	13.5806	12.9425	12.3323	11.7491	11.1916	10.6589	10.1499	9.66382	9.19958	8.75632	8.33317	7.92931	7.54391	7.17621	6.82545	6.49092	6.17192	5.86778	5.57787	5.30156	5.03826	4.78741	4.54844	4.32084	4.1041	3.89773	3.70128	3.51428	3.33632	3.16699	3.00588	2.85263	2.70687	2.56825	2.43645	2.31115	2.19204	2.07883	1.97125	1.86903	1.77192	1.67967
173	2.02644	0.17184	1	1.06414	1.1295	1.19586	1.26301	1.3307	1.3987	1.46677	1.53463	1.60205	1.66877	1.73453	1.79908	1.86217	1.92357	1.98304	2.04037	2.09535	2.14777	2.19747	2.24427	2.28802	2.32859	2.36585	2.39972	2.43011	2.45696	2.48022	2.49985	2.51586	2.52824	2.53701	2.54221	2.54389	2.54212	2.53697	2.52853	2.5169	2.50218	2.48451	2.46399	2.44077	2.41498	2.38677	2.35628	2.32365	2.28905	2.25262	2.21451	2.17487	2.13386	2.09162	2.04829	2.00402	1.95894	1.9132	1.86691	1.8202	1.77319	1.726	1.67874	1.6315	1.58438	1.53748	1.49088	1.44466	1.3989	1.35366	1.309	1.26499	1.22167	1.17909	1.1373	1.09632	1.0562	1.01696	0.978624	0.94121	0.904736	0.869213	0.834651	0.801055	0.768429	0.736772	0.706081	0.676353	0.647581	0.619754	0.592863	0.566895	0.541837	0.517674	0.494389	0.471965	0.450384	0.429628	0.409677	0.390511	0.37211	0.354453	0.337519	0.321288	0.305737	0.290847	0.276595	0.262962	0.249926	0.237467	0.225564	0.214198	0.203349	0.192998	0.183126	0.173714	0.164744	0.156199	0.148061	0.140315	0.132943	0.12593	0.11926	0.112919	0.106893	0.101168	0.0957292	0.0905652	0.0856631	0.081011	0.0765972	0.0724108	0.0684409	0.0646774	0.0611104	0.0577305	0.0545286	0.0514961	0.0486246	0.0459061	0.0433332	0.0408984	0.0385949	0.0364161	0.0343555	0.0324071	0.0305652	0.0288243	0.0271791	0.0256246	0.0241561	0.0227691	0.0214592	0.0202224	0.0190548	0.0179526	0.0169124	0.0159308	0.0150047	0.014131	0.0133068	0.0125296	0.0117966	0.0111055	0.010454	0.0098398	0.00926091	0.00871535	0.00820125	0.00771686	0.00726051	0.00683062	0.00642571	0.00604435	0.00568522	0.00534704	0.00502864	0.00472888	0.00444669	0.00418108	0.00393108	0.0036958	0.00347439	0.00326605	0.00307003	0.00288561	0.00271211	0.00254891	0.0023954	0.00225102	0.00211524	0.00198755	0.00186747	0.00175457	0.00164841	0.00154861	0.00145478	0.00136658	0.00128367	0.00120574	0.0011325	0.00106366	0.000998964	0.00093817	0.000881042	0.000827363	0.000776926	0.000729539	0.000685018	0.000643192	0.0006039	0.00056699	0.000532319	0.000499753	0.000469165	0.000440436	0.000413454	0.000388115	0.000364318	0.000341971	0.000320986	0.000301281	0.000282779	0.000265406	0.000249094	0.00023378	0.000219402	0.000205903	0.000193231	0.000181334	0.000170167	0.000159683	0.000149843	0.000140606	0.000131936	0.000123798	0.00011616	0.000108991	0.000102263	9.59485e-05	9.00223e-05	8.44607e-05	7.92414e-05
174	3.89397	0.101519	1	1.18085	1.39075	1.63371	1.91419	2.23712	2.60793	3.03262	3.51776	4.07051	4.6987	5.41081	6.21601	7.12419	8.14598	9.29274	10.5766	12.0104	13.6078	15.3831	17.3513	19.5283	21.9302	24.574	27.477	30.657	34.1321	37.9204	42.0402	46.5097	51.3467	56.5686	62.1921	68.2329	74.7058	81.6241	88.9993	96.8412	105.158	113.953	123.231	132.989	143.225	153.93	165.094	176.701	188.731	201.163	213.967	227.111	240.558	254.269	268.198	282.296	296.51	310.786	325.065	339.286	353.386	367.303	380.97	394.324	407.302	419.84	431.88	443.362	454.234	464.444	473.946	482.7	490.668	497.82	504.132	509.583	514.161	517.858	520.672	522.606	523.67	523.878	523.247	521.802	519.568	516.575	512.857	508.449	503.39	497.717	491.473	484.698	477.434	469.724	461.609	453.131	444.33	435.245	425.917	416.381	406.673	396.828	386.879	376.855	366.786	356.699	346.62	336.571	326.576	316.654	306.824	297.102	287.503	278.042	268.729	259.578	250.596	241.791	233.172	224.744	216.511	208.479	200.649	193.025	185.607	178.396	171.393	164.597	158.007	151.622	145.44	139.457	133.673	128.083	122.684	117.474	112.448	107.603	102.934	98.4379	94.1098	89.9458	85.9413	82.0922	78.394	74.8422	71.4327	68.1608	65.0225	62.0132	59.1289	56.3653	53.7183	51.1839	48.7581	46.437	44.2168	42.0937	40.0642	38.1247	36.2718	34.502	32.8122	31.1991	29.6598	28.1911	26.7902	25.4544	24.1809	22.9671	21.8104	20.7085	19.659	18.6596	17.7082	16.8026	15.9408	15.1208	14.3409	13.5991	12.8938	12.2233	11.586	10.9803	10.4049	9.85824	9.33904	8.846	8.37788	7.9335	7.51172	7.11146	6.73168	6.3714	6.02966	5.70557	5.39826	5.1069	4.83071	4.56893	4.32085	4.08579	3.8631	3.65214	3.45234	3.26313	3.08396	2.91433	2.75376	2.60177	2.45793	2.32181	2.19302	2.07118	1.95592	1.84691	1.74382	1.64633	1.55415	1.467	1.38463	1.30676	1.23317	1.16363	1.09792	1.03583	0.977179	0.921774	0.869443	0.82002	0.773347	0.729276	0.687665	0.648381	0.611296	0.576292	0.543253	0.512074	0.48265	0.454886	0.428691	0.403977	0.380663
175	2.38223	0.121663	1	1.08637	1.17775	1.27418	1.3757	1.48234	1.59408	1.71089	1.83273	1.95951	2.09114	2.22747	2.36835	2.51361	2.66302	2.81638	2.9734	3.13382	3.29732	3.46359	3.63228	3.80302	3.97543	4.14911	4.32365	4.49863	4.67361	4.84817	5.02185	5.19421	5.36479	5.53316	5.69887	5.8615	6.0206	6.17576	6.32658	6.47268	6.61366	6.74919	6.87893	7.00255	7.11976	7.2303	7.33392	7.43039	7.51952	7.60114	7.6751	7.74129	7.79961	7.85	7.89242	7.92686	7.95333	7.97186	7.98251	7.98536	7.98053	7.96812	7.9483	7.92121	7.88704	7.84598	7.79825	7.74406	7.68366	7.6173	7.54521	7.46768	7.38497	7.29736	7.20513	7.10856	7.00794	6.90356	6.7957	6.68465	6.57069	6.4541	6.33515	6.21413	6.09129	5.9669	5.84121	5.71446	5.58689	5.45874	5.33023	5.20157	5.07297	4.94461	4.81669	4.68939	4.56286	4.43727	4.31277	4.18949	4.06757	3.94712	3.82826	3.71108	3.59568	3.48215	3.37055	3.26097	3.15346	3.04807	2.94486	2.84385	2.74508	2.64858	2.55437	2.46246	2.37286	2.28558	2.20061	2.11795	2.03759	1.95952	1.88372	1.81016	1.73883	1.6697	1.60274	1.53792	1.47521	1.41456	1.35594	1.29932	1.24466	1.1919	1.14102	1.09196	1.04469	0.999165	0.955332	0.913151	0.872577	0.833566	0.796074	0.760055	0.725467	0.692265	0.660406	0.629848	0.600548	0.572465	0.545559	0.519788	0.495114	0.471498	0.448902	0.42729	0.406624	0.386871	0.367996	0.349964	0.332744	0.316305	0.300614	0.285643	0.271362	0.257744	0.24476	0.232386	0.220595	0.209363	0.198666	0.188481	0.178785	0.169559	0.16078	0.15243	0.144489	0.136939	0.129762	0.122941	0.11646	0.110304	0.104457	0.0989043	0.0936331	0.0886296	0.0838813	0.079376	0.0751021	0.0710485	0.0672044	0.0635597	0.0601047	0.05683	0.0537268	0.0507867	0.0480014	0.0453633	0.0428649	0.0404994	0.0382598	0.0361399	0.0341336	0.032235	0.0304387	0.0287393	0.0271319	0.0256117	0.0241741	0.0228149	0.02153	0.0203153	0.0191674	0.0180825	0.0170574	0.016089	0.0151741	0.0143099	0.0134938	0.012723	0.0119953	0.0113082	0.0106596	0.0100473	0.00946945	0.0089241	0.0084095	0.00792394	0.00746586	0.00703372	0.0066261	0.00624164	0.00587906	0.00553716	0.00521477	0.00491081	0.00462426	0.00435413	0.00409951	0.00385954	0.00363337	0.00342025	0.00321942
176	1.58195	0.166696	1	1.03636	1.07191	1.10652	1.14005	1.1724	1.20344	1.23307	1.26119	1.28771	1.31255	1.33563	1.35688	1.37625	1.39369	1.40917	1.42267	1.43415	1.44361	1.45106	1.4565	1.45994	1.46142	1.46097	1.45862	1.45442	1.44843	1.4407	1.43129	1.42028	1.40772	1.39371	1.3783	1.36159	1.34365	1.32456	1.30441	1.28328	1.26126	1.23842	1.21484	1.19062	1.16582	1.14053	1.11481	1.08875	1.0624	1.03585	1.00915	0.982365	0.955555	0.928775	0.902078	0.875514	0.849129	0.822966	0.797066	0.771465	0.746198	0.721296	0.696787	0.672697	0.649047	0.62586	0.603151	0.580937	0.55923	0.538041	0.517379	0.497251	0.477661	0.458613	0.440109	0.422147	0.404728	0.387849	0.371505	0.355693	0.340406	0.325637	0.31138	0.297625	0.284364	0.271587	0.259286	0.247448	0.236064	0.225123	0.214613	0.204523	0.194841	0.185556	0.176656	0.168129	0.159965	0.15215	0.144674	0.137524	0.130691	0.124162	0.117927	0.111975	0.106295	0.100877	0.0957115	0.0907876	0.0860962	0.0816277	0.0773732	0.0733236	0.0694705	0.0658055	0.0623204	0.0590075	0.0558593	0.0528684	0.0500277	0.0473306	0.0447703	0.0423408	0.0400358	0.0378496	0.0357765	0.0338112	0.0319485	0.0301835	0.0285115	0.0269279	0.0254283	0.0240086	0.0226649	0.0213932	0.0201901	0.019052	0.0179756	0.0169578	0.0159955	0.015086	0.0142263	0.013414	0.0126466	0.0119217	0.0112371	0.0105906	0.00998017	0.00940394	0.00886004	0.00834673	0.00786237	0.00740539	0.00697429	0.00656767	0.00618417	0.00582255	0.00548158	0.00516012	0.00485711	0.0045715	0.00430234	0.0040487	0.00380971	0.00358456	0.00337245	0.00317267	0.0029845	0.0028073	0.00264043	0.00248332	0.00233539	0.00219614	0.00206506	0.00194168	0.00182556	0.00171629	0.00161346	0.0015167	0.00142566	0.00134002	0.00125945	0.00118367	0.00111239	0.00104535	0.000982295	0.000923003	0.000867249	0.000814825	0.000765534	0.000719194	0.000675629	0.000634676	0.00059618	0.000559997	0.000525988	0.000494025	0.000463987	0.000435759	0.000409233	0.000384308	0.000360888	0.000338884	0.00031821	0.000298788	0.000280542	0.000263402	0.000247302	0.000232178	0.000217973	0.000204631	0.0001921	0.000180332	0.000169279	0.0001589	0.000149154	0.000140001	0.000131407	0.000123337	0.00011576	0.000108646	0.000101967	9.56965e-05	8.98094e-05	8.42826e-05	7.90943e-05	7.42238e-05	6.96517e-05	6.536e-05	6.13316e-05	5.75503e-05	5.40011e-05	5.06699e-05	4.75433e-05	4.46089e-05	4.18548e-05	3.92702e-05	3.68445e-05	3.45681e-05	3.24318e-05	3.04271e-05	2.85458e-05	2.67805e-05	2.51239e-05
177	4.31993	0.167575	1	1.20747	1.45114	1.73595	2.06722	2.45072	2.89259	3.39937	3.97796	4.63555	5.37961	6.21782	7.15801	8.20805	9.37584	10.6691	12.0955	13.6621	15.3759	17.243	19.2691	21.459	23.8166	26.3449	29.0457	31.9195	34.9656	38.1821	41.5653	45.1102	48.8103	52.6576	56.6425	60.7538	64.9791	69.3044	73.7146	78.1932	82.723	87.2854	91.8614	96.4312	100.975	105.472	109.902	114.245	118.481	122.59	126.554	130.355	133.977	137.403	140.619	143.613	146.373	148.889	151.153	153.158	154.899	156.373	157.578	158.514	159.182	159.585	159.727	159.614	159.251	158.647	157.81	156.75	155.476	154	152.333	150.486	148.471	146.301	143.988	141.544	138.982	136.313	133.55	130.704	127.786	124.808	121.779	118.711	115.613	112.495	109.364	106.229	103.098	99.9789	96.8773	93.7997	90.752	87.7394	84.7667	81.8381	78.9575	76.1284	73.3538	70.6364	67.9784	65.3818	62.8482	60.3789	57.9748	55.6368	53.3653	51.1606	49.0227	46.9514	44.9465	43.0075	41.1336	39.3242	37.5783	35.895	34.2731	32.7115	31.2089	29.764	28.3756	27.0421	25.7622	24.5344	23.3572	22.2292	21.1488	20.1146	19.1251	18.1789	17.2743	16.41	15.5846	14.7967	14.0448	13.3276	12.6438	11.9921	11.3711	10.7797	10.2167	9.68085	9.17103	8.68616	8.22514	7.78695	7.37058	6.97507	6.59948	6.24291	5.90448	5.58337	5.27876	4.98989	4.71601	4.4564	4.21039	3.97731	3.75653	3.54746	3.34951	3.16213	2.9848	2.81701	2.65828	2.50815	2.36619	2.23196	2.10508	1.98516	1.87184	1.76478	1.66364	1.56812	1.47792	1.39275	1.31235	1.23645	1.16483	1.09724	1.03347	0.973311	0.916567	0.863051	0.812584	0.765001	0.72014	0.677852	0.637993	0.600428	0.56503	0.531677	0.500254	0.470652	0.442769	0.416508	0.391777	0.368488	0.34656	0.325916	0.306481	0.288186	0.270967	0.254761	0.23951	0.225158	0.211655	0.19895	0.186997	0.175753	0.165176	0.155228	0.145872	0.137073	0.128798	0.121017	0.113701	0.106822	0.100355	0.0942752	0.0885601	0.0831879	0.0781384	0.0733925	0.0689321	0.0647403	0.0608011	0.0570995	0.0536213	0.0503532	0.0472826	0.0443978	0.0416876	0.0391416	0.0367499	0.0345033	0.032393	0.0304109	0.0285492
178	4.53897	0.0648636	1	1.22116	1.48841	1.81073	2.19874	2.66493	3.22399	3.89315	4.69256	5.64581	6.78033	8.12807	9.72607	11.6172	13.8511	16.4847	19.5837	23.2232	27.489	32.4792	38.3048	45.0917	52.9816	62.1341	72.727	84.9587	99.0483	115.237	133.786	154.982	179.128	206.547	237.576	272.56	311.848	355.777	404.667	458.804	518.419	583.673	654.633	731.246	813.324	900.514	992.285	1087.92	1186.5	1286.94	1387.97	1488.2	1586.14	1680.3	1769.16	1851.34	1925.58	1990.82	2046.23	2091.24	2125.56	2149.13	2162.14	2164.99	2158.25	2142.62	2118.89	2087.92	2050.58	2007.75	1960.28	1908.97	1854.59	1797.82	1739.32	1679.64	1619.28	1558.7	1498.27	1438.32	1379.14	1320.94	1263.94	1208.28	1154.1	1101.48	1050.49	1001.2	953.63	907.798	863.707	821.35	780.71	741.762	704.474	668.809	634.726	602.182	571.13	541.522	513.309	486.44	460.865	436.535	413.4	391.41	370.518	350.676	331.838	313.959	296.996	280.907	265.651	251.189	237.482	224.494	212.191	200.538	189.504	179.057	169.168	159.81	150.954	142.575	134.649	127.153	120.063	113.36	107.021	101.03	95.366	90.0132	84.9545	80.1745	75.6581	71.3914	67.3608	63.5536	59.9578	56.5619	53.3551	50.3271	47.4681	44.769	42.221	39.8158	37.5456	35.4029	33.3807	31.4724	29.6717	27.9725	26.3694	24.857	23.4301	22.0841	20.8144	19.6169	18.4874	17.4221	16.4175	15.4701	14.5768	13.7344	12.9402	12.1914	11.4854	10.8199	10.1926	9.60117	9.04374	8.51833	8.02314	7.55644	7.11661	6.70213	6.31156	5.94352	5.59674	5.27	4.96215	4.67212	4.39889	4.14149	3.89901	3.67061	3.45546	3.25282	3.06196	2.8822	2.7129	2.55347	2.40332	2.26193	2.1288	2.00343	1.88539	1.77425	1.66961	1.57109	1.47834	1.39103	1.30883	1.23145	1.15862	1.09006	1.02553	0.964786	0.907618	0.853814	0.803177	0.755522	0.710676	0.668473	0.628759	0.591389	0.556225	0.523139	0.492008	0.462717	0.435159	0.409232	0.38484	0.361892	0.340305	0.319997	0.300894	0.282925	0.266022	0.250123	0.235169	0.221104	0.207875	0.195433	0.183731	0.172727	0.162377	0.152645	0.143493	0.134886	0.126793	0.119183	0.112027
179	2.90233	0.0456012	1	1.11888	1.25073	1.39682	1.55855	1.73741	1.93504	2.15319	2.39377	2.65883	2.9506	3.27147	3.62401	4.01098	4.43536	4.90033	5.40931	5.96594	6.57413	7.23804	7.96211	8.75107	9.60994	10.5441	11.5591	12.661	13.8562	15.1513	16.5533	18.0698	19.7085	21.4776	23.3858	25.4418	27.6552	30.0357	32.5935	35.339	38.2831	41.4371	44.8125	48.4213	52.2757	56.3879	60.7707	65.4369	70.3994	75.6711	81.2651	87.1941	93.4711	100.108	107.118	114.512	122.301	130.496	139.106	148.14	157.605	167.508	177.854	188.645	199.884	211.57	223.7	236.27	249.273	262.699	276.535	290.767	305.377	320.342	335.64	351.242	367.118	383.234	399.554	416.037	432.642	449.322	466.031	482.717	499.329	515.813	532.114	548.177	563.944	579.36	594.368	608.913	622.941	636.4	649.24	661.413	672.875	683.586	693.507	702.605	710.851	718.221	724.694	730.255	734.893	738.601	741.379	743.229	744.159	744.18	743.307	741.56	738.962	735.538	731.317	726.329	720.608	714.19	707.11	699.406	691.118	682.285	672.945	663.14	652.909	642.29	631.323	620.046	608.496	596.708	584.718	572.559	560.263	547.862	535.385	522.859	510.311	497.766	485.247	472.776	460.373	448.057	435.845	423.754	411.798	399.99	388.343	376.867	365.572	354.466	343.557	332.852	322.355	312.073	302.008	292.165	282.544	273.148	263.978	255.035	246.318	237.827	229.561	221.518	213.698	206.096	198.712	191.543	184.585	177.836	171.291	164.949	158.804	152.853	147.092	141.517	136.125	130.911	125.87	120.999	116.294	111.75	107.363	103.129	99.0439	95.1034	91.3034	87.64	84.1091	80.7069	77.4295	74.2729	71.2337	68.3079	65.4921	62.7826	60.1762	57.6693	55.2587	52.9411	50.7134	48.5726	46.5156	44.5396	42.6417	40.8191	39.0692	37.3894	35.7771	34.2299	32.7455	31.3215	29.9556	28.6458	27.3899	26.1858	25.0317	23.9256	22.8657	21.8502	20.8774	19.9456	19.0532	18.1987	17.3805	16.5974	15.8477	15.1303	14.4438	13.7869	13.1586	12.5575	11.9827	11.4329	10.9073	10.4048	9.9244	9.46524	9.02642	8.60709	8.20642	7.82365	7.458
