Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected	T162 Infected	T163 Infected	T164 Infected	T165 Infected	T166 Infected	T167 Infected	T168 Infected	T169 Infected	T170 Infected	T171 Infected	T172 Infected	T173 Infected	T174 Infected	T175 Infected	T176 Infected	T177 Infected	T178 Infected	T179 Infected	T180 Infected	T181 Infected	T182 Infected	T183 Infected	T184 Infected	T185 Infected	T186 Infected	T187 Infected	T188 Infected	T189 Infected	T190 Infected	T191 Infected	T192 Infected	T193 Infected	T194 Infected	T195 Infected	T196 Infected	T197 Infected	T198 Infected	T199 Infected	T200 Infected	T201 Infected	T202 Infected	T203 Infected	T204 Infected	T205 Infected	T206 Infected	T207 Infected	T208 Infected	T209 Infected	T210 Infected	T211 Infected	T212 Infected	T213 Infected	T214 Infected	T215 Infected	T216 Infected	T217 Infected	T218 Infected	T219 Infected	T220 Infected	T221 Infected	T222 Infected	T223 Infected	T224 Infected	T225 Infected	T226 Infected	T227 Infected	T228 Infected	T229 Infected	T230 Infected	T231 Infected	T232 Infected	T233 Infected	T234 Infected	T235 Infected	T236 Infected	T237 Infected	T238 Infected	T239 Infected	T240 Infected	T241 Infected
105	3.96279	0.0896213	1	1.18515	1.40128	1.65298	1.94539	2.28429	2.67615	3.12817	3.64839	4.2457	4.92996	5.71202	6.60385	7.61854	8.77042	10.0751	11.5496	13.2122	15.0828	17.1828	19.5351	22.1641	25.0958	28.3579	31.9794	35.9911	40.4248	45.314	50.693	56.5973	63.0631	70.1271	77.8262	86.197	95.2757	105.097	115.696	127.101	139.344	152.448	166.434	181.32	197.114	213.821	231.439	249.954	269.347	289.589	310.639	332.448	354.955	378.086	401.761	425.883	450.35	475.048	499.854	524.639	549.265	573.593	597.479	620.778	643.348	665.048	685.744	705.307	723.618	740.569	756.064	770.02	782.368	793.053	802.038	809.298	814.824	818.623	820.715	821.131	819.916	817.125	812.821	807.078	799.974	791.592	782.021	771.351	759.674	747.084	733.672	719.531	704.748	689.411	673.603	657.403	640.888	624.13	607.196	590.148	573.046	555.944	538.891	521.933	505.111	488.462	472.02	455.814	439.87	424.212	408.859	393.829	379.134	364.788	350.799	337.176	323.922	311.043	298.54	286.413	274.663	263.287	252.282	241.644	231.369	221.452	211.886	202.665	193.782	185.23	177.001	169.087	161.479	154.171	147.153	140.417	133.954	127.756	121.815	116.123	110.67	105.449	100.452	95.6706	91.0974	86.7246	82.5448	78.5507	74.7351	71.0912	67.6122	64.2916	61.123	58.1002	55.2173	52.4684	49.848	47.3506	44.9711	42.7043	40.5454	38.4897	36.5327	34.67	32.8975	31.2111	29.6069	28.0812	26.6305	25.2512	23.9402	22.6943	21.5104	20.3857	19.3173	18.3026	17.3391	16.4244	15.556	14.7318	13.9497	13.2075	12.5034	11.8356	11.2021	10.6014	10.0319	9.4919	8.98005	8.49492	8.03518	7.59955	7.18682	6.79583	6.42549	6.07475	5.7426	5.42811	5.13036	4.8485	4.58171	4.32922	4.09027	3.86418	3.65027	3.4479	3.25648	3.07543	2.90421	2.74229	2.58919	2.44445	2.30762	2.17827	2.05602	1.94048	1.8313	1.72813	1.63065	1.53856	1.45157	1.3694	1.29179	1.21849	1.14927	1.08392	1.02221	0.963944	0.908945	0.857028	0.808024	0.761775	0.718127	0.676938	0.638073	0.601403	0.566806	0.534168	0.50338	0.474339	0.446947	0.421114	0.396752
106	3.39433	0.0582158	1	1.14962	1.31986	1.51327	1.73271	1.98135	2.26267	2.58056	2.93927	3.3435	3.79842	4.30969	4.88353	5.52673	6.24673	7.05162	7.95023	8.95213	10.0677	11.3083	12.686	14.2139	15.9063	17.7782	19.8461	22.1274	24.6406	27.4057	30.4438	33.7771	37.4294	41.4256	45.7918	50.5555	55.7454	61.3911	67.5236	74.1745	81.3766	89.163	97.5675	106.624	116.366	126.828	138.042	150.039	162.851	176.505	191.026	206.437	222.757	239.999	258.172	277.281	297.321	318.282	340.146	362.885	386.465	410.839	435.952	461.738	488.12	515.014	542.321	569.935	597.742	625.617	653.429	681.042	708.313	735.098	761.251	786.628	811.084	834.481	856.687	877.577	897.035	914.958	931.254	945.845	958.665	969.666	978.811	986.083	991.475	994.996	996.669	996.529	994.623	991.008	985.751	978.926	970.615	960.904	949.884	937.65	924.298	909.923	894.624	878.495	861.632	844.125	826.064	807.535	788.618	769.392	749.931	730.304	710.576	690.806	671.05	651.361	631.785	612.365	593.139	574.143	555.408	536.962	518.828	501.029	483.582	466.502	449.804	433.497	417.59	402.089	386.999	372.322	358.061	344.214	330.78	317.758	305.143	292.932	281.118	269.697	258.662	248.006	237.722	227.801	218.236	209.018	200.139	191.591	183.364	175.449	167.839	160.523	153.493	146.74	140.256	134.031	128.058	122.328	116.833	111.564	106.514	101.675	97.0386	92.5986	88.3472	84.2775	80.3826	76.6558	73.0907	69.681	66.4206	63.3036	60.3244	57.4773	54.7571	52.1585	49.6767	47.3067	45.044	42.884	40.8224	38.8552	36.9782	35.1877	33.4798	31.8511	30.2981	28.8175	27.4061	26.061	24.7791	23.5577	22.3941	21.2856	20.2299	19.2246	18.2672	17.3558	16.4882	15.6624	14.8764	14.1285	13.4169	12.7399	12.0959	11.4834	10.9008	10.3469	9.82015	9.31939	8.84337	8.3909	7.96088	7.55222	7.16392	6.79499	6.4445	6.11157	5.79535	5.49503	5.20984	4.93904	4.68193	4.43784	4.20615	3.98622	3.7775	3.57943	3.39147	3.21314	3.04395	2.88345	2.7312	2.5868	2.44985	2.31998	2.19683	2.08007	1.96937	1.86443	1.76495	1.67067	1.58131
107	2.34073	0.172886	1	1.08378	1.17115	1.26194	1.35595	1.45294	1.55266	1.65482	1.75911	1.86519	1.97271	2.0813	2.19058	2.30014	2.40958	2.51848	2.62644	2.73304	2.83786	2.9405	3.04058	3.1377	3.23151	3.32166	3.40782	3.48969	3.56698	3.63944	3.70685	3.769	3.82572	3.87687	3.92232	3.962	3.99585	4.02384	4.04596	4.06224	4.07273	4.07751	4.07666	4.07031	4.0586	4.04167	4.01971	3.9929	3.96143	3.92552	3.8854	3.84128	3.79341	3.74202	3.68736	3.62967	3.56919	3.50618	3.44088	3.37353	3.30435	3.23359	3.16146	3.0882	3.014	2.93907	2.86361	2.7878	2.71183	2.63585	2.56004	2.48454	2.40948	2.33502	2.26125	2.18831	2.11628	2.04527	1.97536	1.90663	1.83915	1.77298	1.70817	1.64477	1.58282	1.52236	1.4634	1.40597	1.3501	1.29577	1.24301	1.19181	1.14217	1.09409	1.04754	1.00252	0.959017	0.917003	0.876459	0.837361	0.799683	0.763398	0.728477	0.694889	0.662603	0.631588	0.60181	0.573237	0.545834	0.519567	0.494403	0.470308	0.447246	0.425186	0.404092	0.383932	0.364674	0.346284	0.328731	0.311984	0.296012	0.280786	0.266276	0.252453	0.23929	0.22676	0.214836	0.203493	0.192706	0.182452	0.172706	0.163448	0.154654	0.146304	0.138378	0.130857	0.123721	0.116953	0.110536	0.104453	0.0986873	0.0932245	0.0880496	0.0831488	0.0785084	0.0741156	0.0699582	0.0660243	0.0623026	0.0587825	0.0554536	0.0523062	0.049331	0.046519	0.0438617	0.0413512	0.0389797	0.0367398	0.0346246	0.0326275	0.0307422	0.0289627	0.0272834	0.0256987	0.0242036	0.0227933	0.021463	0.0202085	0.0190255	0.0179101	0.0168587	0.0158675	0.0149334	0.0140531	0.0132236	0.0124421	0.0117058	0.0110123	0.0103591	0.00974394	0.00916464	0.00861918	0.00810562	0.00762216	0.00716706	0.0067387	0.00633554	0.00595614	0.00559912	0.0052632	0.00494714	0.0046498	0.00437009	0.00410699	0.00385952	0.00362677	0.00340789	0.00320206	0.00300852	0.00282654	0.00265545	0.0024946	0.00234339	0.00220124	0.00206764	0.00194206	0.00182404	0.00171311	0.00160888	0.00151092	0.00141888	0.0013324	0.00125114	0.0011748	0.00110308	0.0010357	0.000972407	0.000912952	0.000857106	0.000804651	0.000755383	0.000709112	0.000665656	0.000624845	0.000586521	0.000550532	0.000516738	0.000485006	0.000455211	0.000427236	0.00040097	0.000376311	0.000353159	0.000331425	0.000311021	0.000291868	0.000273888	0.00025701	0.000241167	0.000226297	0.000212339	0.000199239	0.000186943
108	4.9035	0.137174	1	1.24394	1.54083	1.90062	2.33474	2.85633	3.48038	4.22393	5.1062	6.14881	7.37594	8.81446	10.4941	12.4475	14.7106	17.322	20.3239	23.7612	27.6821	32.1375	37.1807	42.8674	49.2549	56.402	64.3676	73.2107	82.9889	93.7576	105.569	118.469	132.501	147.696	164.078	181.661	200.445	220.415	241.543	263.782	287.068	311.317	336.427	362.277	388.728	415.622	442.785	470.033	497.166	523.979	550.264	575.808	600.404	623.854	645.967	666.569	685.504	702.636	717.85	731.056	742.191	751.213	758.108	762.883	765.569	766.216	764.892	761.683	756.684	750.004	741.759	732.072	721.068	708.875	695.619	681.427	666.421	650.719	634.436	617.678	600.547	583.138	565.539	547.831	530.089	512.379	494.763	477.296	460.026	442.997	426.245	409.803	393.699	377.957	362.596	347.631	333.075	318.938	305.226	291.943	279.091	266.67	254.679	243.114	231.971	221.243	210.924	201.006	191.482	182.341	173.574	165.172	157.125	149.421	142.051	135.004	128.269	121.836	115.693	109.831	104.239	98.9073	93.8253	88.9833	84.3718	79.9814	75.803	71.8276	68.0466	64.4517	61.0347	57.7878	54.7034	51.7742	48.9931	46.3533	43.8483	41.4718	39.2178	37.0803	35.0539	33.1333	31.3132	29.5888	27.9553	26.4084	24.9436	23.557	22.2445	21.0025	19.8273	18.7155	17.664	16.6695	15.7292	14.8403	14	13.2059	12.4555	11.7464	11.0766	10.4439	9.84641	9.28216	8.74941	8.24645	7.77168	7.32359	6.90071	6.50168	6.12519	5.77002	5.43499	5.119	4.82099	4.53997	4.275	4.0252	3.7897	3.56773	3.35851	3.16134	2.97553	2.80046	2.63551	2.48011	2.33373	2.19584	2.06597	1.94367	1.82849	1.72004	1.61792	1.52178	1.43128	1.34608	1.26588	1.1904	1.11936	1.0525	0.989592	0.930395	0.874695	0.822291	0.77299	0.726611	0.682983	0.641946	0.603348	0.567046	0.532906	0.500801	0.47061	0.442221	0.415528	0.390432	0.366837	0.344654	0.323802	0.304199	0.285773	0.268454	0.252176	0.236877	0.222498	0.208986	0.196287	0.184355	0.173142	0.162606	0.152707	0.143407	0.134668	0.126459	0.118747	0.111502	0.104696	0.0983028	0.0922977	0.0866572	0.0813594	0.0763835	0.0717102
109	3.78789	0.103659	1	1.17422	1.37518	1.60637	1.87161	2.17511	2.52147	2.91571	3.36328	3.8701	4.44253	5.08743	5.81216	6.62454	7.53292	8.54615	9.67354	10.9249	12.3105	13.8411	15.5276	17.3817	19.415	21.6396	24.0676	26.7115	29.5835	32.6959	36.0609	39.6904	43.5957	47.7877	52.2769	57.0724	62.183	67.6159	73.3772	79.4717	85.9024	92.6706	99.7758	107.215	114.985	123.076	131.481	140.187	149.179	158.44	167.951	177.689	187.629	197.744	208.004	218.376	228.827	239.32	249.817	260.28	270.669	280.943	291.06	300.979	310.659	320.059	329.142	337.867	346.2	354.107	361.554	368.514	374.959	380.867	386.217	390.993	395.18	398.77	401.756	404.134	405.905	407.072	407.642	407.625	407.031	405.877	404.179	401.956	399.23	396.022	392.356	388.258	383.753	378.867	373.628	368.063	362.199	356.063	349.681	343.08	336.286	329.324	322.219	314.992	307.668	300.268	292.812	285.32	277.81	270.3	262.805	255.342	247.923	240.562	233.272	226.062	218.943	211.924	205.012	198.217	191.542	184.995	178.58	172.302	166.163	160.167	154.316	148.611	143.055	137.646	132.387	127.277	122.315	117.5	112.832	108.309	103.929	99.6908	95.592	91.6304	87.8036	84.1091	80.5443	77.1063	73.7923	70.5995	67.5248	64.5654	61.7181	58.9799	56.3478	53.8186	51.3895	49.0573	46.819	44.6717	42.6125	40.6383	38.7465	36.9341	35.1984	33.5368	31.9465	30.425	28.9697	27.5783	26.2482	24.9772	23.763	22.6033	21.496	20.4391	19.4304	18.4681	17.5503	16.675	15.8406	15.0453	14.2875	13.5655	12.8778	12.223	11.5996	11.0062	10.4416	9.90432	9.39327	8.90724	8.4451	8.00575	7.58815	7.19131	6.81426	6.45607	6.11587	5.79281	5.48609	5.19491	4.91855	4.6563	4.40747	4.17141	3.94751	3.73517	3.53383	3.34295	3.16201	2.99051	2.828	2.67401	2.52813	2.38995	2.25908	2.13514	2.01779	1.9067	1.80153	1.702	1.6078	1.51867	1.43434	1.35456	1.2791	1.20773	1.14023	1.07641	1.01607	0.959032	0.905113	0.854153	0.805992	0.760484	0.717485	0.676862	0.638487	0.60224	0.568006	0.535676	0.505148	0.476323	0.449109	0.423419	0.39917
110	2.22135	0.161827	1	1.07632	1.15544	1.2372	1.3214	1.40784	1.49629	1.5865	1.6782	1.77112	1.86495	1.95939	2.05413	2.14883	2.24317	2.33682	2.42944	2.52071	2.61029	2.69787	2.78314	2.8658	2.94555	3.02214	3.09529	3.16477	3.23037	3.29187	3.3491	3.4019	3.45014	3.4937	3.53248	3.56643	3.59548	3.61962	3.63885	3.65317	3.66262	3.66727	3.66718	3.66244	3.65317	3.63947	3.62149	3.59937	3.57327	3.54336	3.50981	3.4728	3.43252	3.38917	3.34293	3.29402	3.24263	3.18895	3.13319	3.07555	3.01622	2.95539	2.89325	2.82999	2.76578	2.70079	2.6352	2.56916	2.50282	2.43634	2.36985	2.30348	2.23736	2.17161	2.10633	2.04163	1.9776	1.91434	1.85191	1.7904	1.72987	1.67039	1.61199	1.55474	1.49867	1.44383	1.39023	1.3379	1.28688	1.23716	1.18877	1.14171	1.09598	1.05158	1.00852	0.966775	0.926348	0.887224	0.849388	0.812824	0.777515	0.743439	0.710575	0.678902	0.648394	0.619026	0.590773	0.563608	0.537503	0.512432	0.488366	0.465276	0.443135	0.421913	0.401584	0.382117	0.363486	0.345662	0.328618	0.312326	0.296761	0.281895	0.267703	0.25416	0.241241	0.228921	0.217178	0.205988	0.195329	0.185178	0.175516	0.166322	0.157574	0.149256	0.141347	0.13383	0.126688	0.119903	0.11346	0.107343	0.101537	0.0960285	0.0908023	0.0858458	0.081146	0.0766908	0.0724685	0.0684677	0.0646777	0.0610881	0.0576891	0.0544712	0.0514254	0.048543	0.0458159	0.0432361	0.0407962	0.038489	0.0363076	0.0342455	0.0322967	0.030455	0.0287151	0.0270714	0.0255189	0.0240528	0.0226684	0.0213615	0.0201278	0.0189635	0.0178647	0.0168279	0.0158498	0.0149271	0.0140569	0.0132362	0.0124623	0.0117326	0.0110447	0.0103963	0.00978517	0.00920922	0.00866649	0.00815512	0.00767334	0.0072195	0.00679201	0.00638938	0.0060102	0.00565314	0.00531694	0.00500041	0.00470242	0.00442191	0.00415789	0.00390939	0.00367552	0.00345545	0.00324837	0.00305353	0.00287023	0.00269778	0.00253556	0.00238298	0.00223946	0.00210449	0.00197755	0.00185819	0.00174595	0.00164041	0.00154119	0.0014479	0.00136021	0.00127777	0.00120028	0.00112744	0.00105898	0.000994643	0.000934178	0.000877356	0.000823961	0.000773787	0.000726644	0.00068235	0.000640735	0.000601638	0.000564909	0.000530405	0.000497994	0.000467549	0.000438952	0.000412093	0.000386866	0.000363174	0.000340923	0.000320027	0.000300404	0.000281977	0.000264673	0.000248426	0.00023317	0.000218846	0.000205397
111	1.12302	0.0242939	1	1.00768	1.01521	1.02257	1.02978	1.03681	1.04367	1.05036	1.05688	1.06321	1.06936	1.07532	1.08109	1.08667	1.09205	1.09724	1.10223	1.10701	1.11159	1.11596	1.12013	1.12408	1.12783	1.13136	1.13467	1.13777	1.14065	1.14331	1.14575	1.14797	1.14997	1.15175	1.15331	1.15465	1.15576	1.15665	1.15732	1.15776	1.15799	1.15799	1.15778	1.15734	1.15669	1.15582	1.15473	1.15342	1.1519	1.15017	1.14823	1.14608	1.14372	1.14116	1.13839	1.13542	1.13225	1.12888	1.12532	1.12157	1.11763	1.1135	1.10919	1.10469	1.10002	1.09517	1.09015	1.08496	1.07961	1.07409	1.06841	1.06258	1.05659	1.05045	1.04417	1.03775	1.03119	1.02449	1.01766	1.01071	1.00363	0.996429	0.989114	0.981686	0.97415	0.966509	0.958767	0.950929	0.942997	0.934976	0.926869	0.918681	0.910415	0.902076	0.893666	0.88519	0.876652	0.868055	0.859403	0.8507	0.84195	0.833156	0.824322	0.815451	0.806547	0.797614	0.788656	0.779674	0.770674	0.761658	0.75263	0.743593	0.734551	0.725506	0.716461	0.70742	0.698386	0.689362	0.68035	0.671354	0.662376	0.653419	0.644486	0.63558	0.626702	0.617856	0.609044	0.600268	0.591531	0.582835	0.574182	0.565574	0.557014	0.548503	0.540043	0.531636	0.523284	0.51499	0.506753	0.498577	0.490462	0.48241	0.474423	0.466502	0.458649	0.450864	0.443148	0.435504	0.427931	0.420431	0.413006	0.405655	0.39838	0.391181	0.38406	0.377017	0.370052	0.363166	0.35636	0.349635	0.342989	0.336425	0.329942	0.323541	0.317221	0.310984	0.304828	0.298755	0.292764	0.286856	0.28103	0.275286	0.269624	0.264045	0.258547	0.253131	0.247797	0.242544	0.237372	0.23228	0.227269	0.222337	0.217485	0.212712	0.208018	0.203401	0.198862	0.1944	0.190015	0.185705	0.181471	0.177311	0.173226	0.169214	0.165274	0.161406	0.15761	0.153885	0.150229	0.146643	0.143124	0.139674	0.136291	0.132973	0.129721	0.126534	0.12341	0.120349	0.11735	0.114413	0.111536	0.108719	0.10596	0.10326	0.100617	0.0980302	0.095499	0.0930225	0.0906	0.0882304	0.0859132	0.0836473	0.081432	0.0792664	0.0771498	0.0750814	0.0730602	0.0710856	0.0691567	0.0672727	0.0654328	0.0636362	0.0618822	0.06017	0.0584988	0.0568678	0.0552764	0.0537236	0.0522089	0.0507314	0.0492905	0.0478854	0.0465154
112	2.17745	0.153634	1	1.07358	1.14976	1.2284	1.30933	1.39236	1.47728	1.56388	1.65191	1.74112	1.83126	1.92203	2.01316	2.10436	2.19533	2.28576	2.37537	2.46383	2.55087	2.63618	2.71947	2.80048	2.87892	2.95455	3.02711	3.09639	3.16217	3.22424	3.28244	3.3366	3.38658	3.43225	3.47352	3.51031	3.54254	3.57018	3.59321	3.61161	3.62541	3.63463	3.63932	3.63955	3.63539	3.62694	3.61431	3.59762	3.577	3.55258	3.52452	3.49298	3.45812	3.42012	3.37913	3.33536	3.28897	3.24014	3.18907	3.13594	3.08092	3.02421	2.96597	2.90639	2.84563	2.78386	2.72125	2.65795	2.59411	2.52989	2.46542	2.40084	2.33628	2.27185	2.20767	2.14385	2.08048	2.01768	1.95551	1.89407	1.83343	1.77365	1.71481	1.65695	1.60012	1.54438	1.48975	1.43629	1.384	1.33293	1.28308	1.23448	1.18714	1.14106	1.09624	1.0527	1.01043	0.969424	0.929672	0.891166	0.853894	0.817841	0.782992	0.749328	0.716831	0.68548	0.655253	0.626127	0.598079	0.571083	0.545116	0.520151	0.496162	0.473124	0.451009	0.429792	0.409445	0.389942	0.371256	0.353362	0.336234	0.319845	0.30417	0.289185	0.274864	0.261185	0.248122	0.235653	0.223755	0.212406	0.201585	0.19127	0.181441	0.172079	0.163164	0.154677	0.146601	0.138917	0.131609	0.124661	0.118056	0.111779	0.105816	0.100153	0.0947754	0.0896706	0.0848259	0.0802291	0.0758686	0.0717332	0.0678122	0.0640953	0.0605727	0.057235	0.054073	0.0510782	0.0482422	0.0455573	0.0430158	0.0406105	0.0383346	0.0361815	0.0341449	0.0322188	0.0303977	0.028676	0.0270486	0.0255105	0.0240572	0.0226841	0.021387	0.0201619	0.0190049	0.0179125	0.0168811	0.0159076	0.0149887	0.0141215	0.0133032	0.0125312	0.0118029	0.0111159	0.0104681	0.00985708	0.00928097	0.00873782	0.00822579	0.00774314	0.00728825	0.00685956	0.00645559	0.00607497	0.00571638	0.00537857	0.00506037	0.00476068	0.00447843	0.00421264	0.00396237	0.00372673	0.00350489	0.00329606	0.00309948	0.00291446	0.00274032	0.00257644	0.00242224	0.00227713	0.00214061	0.00201217	0.00189133	0.00177767	0.00167075	0.00157019	0.00147561	0.00138667	0.00130302	0.00122437	0.00115041	0.00108088	0.00101551	0.000954045	0.000896269	0.000841958	0.000790907	0.000742924	0.000697825	0.00065544	0.000615607	0.000578175	0.000543	0.000509947	0.000478891	0.000449711	0.000422295	0.000396539	0.000372342	0.000349611	0.000328257	0.000308199	0.000289359	0.000271662	0.000255041
113	4.10354	0.0216804	1	1.19395	1.42467	1.69898	2.02492	2.41196	2.8713	3.41611	4.06188	4.82688	5.73254	6.80406	8.07103	9.56813	11.336	13.4222	15.8825	18.7817	22.1959	26.2134	30.9372	36.4868	43.0009	50.6403	59.5905	70.0654	82.3108	96.6084	113.279	132.689	155.25	181.427	211.737	246.752	287.101	333.46	386.553	447.134	515.972	593.825	681.404	779.332	888.09	1007.95	1138.92	1280.65	1432.37	1592.84	1760.33	1932.58	2106.85	2280.02	2448.7	2609.41	2758.77	2893.68	3011.5	3110.2	3188.45	3245.62	3281.76	3297.53	3294.09	3272.99	3236.01	3185.1	3122.21	3049.31	2968.22	2880.67	2788.2	2692.21	2593.91	2494.37	2394.48	2295	2196.58	2099.72	2004.85	1912.3	1822.34	1735.15	1650.87	1569.6	1491.4	1416.27	1344.23	1275.25	1209.27	1146.24	1086.1	1028.77	974.152	922.171	872.729	825.734	781.091	738.704	698.478	660.321	624.142	589.85	557.359	526.584	497.443	469.857	443.749	419.047	395.68	373.579	352.681	332.924	314.248	296.598	279.918	264.158	249.27	235.206	221.922	209.377	197.531	186.345	175.785	165.815	156.404	147.52	139.136	131.223	123.755	116.708	110.059	103.785	97.8651	92.2803	87.0116	82.0413	77.3528	72.9302	68.7586	64.824	61.113	57.6131	54.3123	51.1994	48.2639	45.4956	42.8852	40.4238	38.1028	35.9144	33.8509	31.9055	30.0712	28.3419	26.7115	25.1745	23.7255	22.3595	21.0717	19.8578	18.7135	17.6349	16.6182	15.6598	14.7564	13.905	13.1024	12.346	11.6331	10.9612	10.3279	9.73112	9.16864	8.63856	8.139	7.66821	7.22456	6.80647	6.41249	6.04123	5.69138	5.36172	5.05108	4.75838	4.48257	4.2227	3.97783	3.74712	3.52973	3.32492	3.13195	2.95014	2.77884	2.61746	2.46542	2.32218	2.18723	2.0601	1.94033	1.8275	1.72122	1.62109	1.52677	1.43791	1.35422	1.27537	1.20111	1.13115	1.06526	1.00319	0.944722	0.889655	0.837787	0.788933	0.742919	0.699581	0.658762	0.620318	0.58411	0.550009	0.517893	0.487647	0.459161	0.432334	0.40707	0.383278	0.360872	0.339772	0.319902	0.30119	0.28357	0.266977	0.251353	0.23664	0.222785	0.20974	0.197456	0.185889	0.174998	0.164744	0.155088
114	2.25076	0.110723	1	1.07816	1.16032	1.24652	1.33676	1.43103	1.52931	1.63157	1.73773	1.84772	1.96146	2.07883	2.19969	2.32389	2.45128	2.58165	2.71482	2.85056	2.98863	3.1288	3.27078	3.41431	3.55909	3.70482	3.8512	3.99791	4.14461	4.29099	4.4367	4.58141	4.72478	4.86648	5.00617	5.14351	5.27819	5.40988	5.53828	5.66308	5.78398	5.90072	6.01302	6.12064	6.22332	6.32086	6.41304	6.49969	6.58062	6.65569	6.72476	6.78772	6.84447	6.89494	6.93906	6.9768	7.00814	7.03308	7.05164	7.06383	7.06973	7.06939	7.06289	7.05034	7.03184	7.00752	6.97751	6.94198	6.90107	6.85495	6.80382	6.74784	6.68722	6.62216	6.55286	6.47954	6.4024	6.32167	6.23756	6.1503	6.06011	5.9672	5.87179	5.77411	5.67436	5.57277	5.46953	5.36486	5.25896	5.15201	5.04422	4.93577	4.82683	4.71758	4.60819	4.49882	4.38962	4.28073	4.1723	4.06447	3.95735	3.85106	3.74572	3.64144	3.5383	3.43641	3.33584	3.23667	3.13898	3.04283	2.94828	2.85538	2.76418	2.67472	2.58704	2.50116	2.41712	2.33493	2.25461	2.17618	2.09964	2.02499	1.95224	1.88139	1.81242	1.74534	1.68011	1.61675	1.55521	1.49549	1.43756	1.38141	1.327	1.27431	1.2233	1.17396	1.12625	1.08013	1.03558	0.992565	0.951047	0.910993	0.872369	0.835139	0.799269	0.764723	0.731466	0.699463	0.668678	0.639077	0.610625	0.583287	0.557031	0.531821	0.507625	0.484411	0.462146	0.440798	0.420337	0.400732	0.381953	0.363972	0.346759	0.330288	0.31453	0.29946	0.285051	0.271279	0.258119	0.245547	0.233541	0.222078	0.211136	0.200695	0.190733	0.181233	0.172173	0.163537	0.155306	0.147463	0.139991	0.132876	0.1261	0.11965	0.113511	0.10767	0.102112	0.0968262	0.0917994	0.0870202	0.0824773	0.0781597	0.0740572	0.0701598	0.0664579	0.0629424	0.0596044	0.0564357	0.0534281	0.050574	0.047866	0.0452971	0.0428605	0.0405498	0.0383589	0.0362819	0.0343131	0.0324472	0.0306792	0.0290041	0.0274172	0.0259143	0.024491	0.0231433	0.0218673	0.0206595	0.0195163	0.0184344	0.0174107	0.0164422	0.015526	0.0146594	0.0138398	0.0130647	0.0123319	0.0116391	0.0109842	0.0103652	0.0097802	0.0092274	0.00870509	0.00821162	0.00774547	0.00730517	0.00688932	0.00649662	0.00612581	0.0057757	0.00544517	0.00513316	0.00483866	0.00456072	0.00429842
